"","decimallatitude","decimallongitude","geodeticdatum","georeferencedby","georeferenceremarks","georeferencesources","coordinateuncertaintyinmeters"
"0060590MOR","32.129246000000002|Bannon, Lee|2018-07-12","-88.047021000000001|Bannon, Lee|2018-07-12","WGS84|Bannon, Lee|2018-07-12","Louise & Lee|Bannon, Lee|2018-07-12","based on collectors description|Bannon, Lee|2018-07-12","GeoLocate|Bannon, Lee|2018-07-12","222|Bannon, Lee|2018-07-12"
"0060591MOR","33.849539|Bannon, Lee|2018-07-12","-85.550022999999996|Bannon, Lee|2018-07-12","WGS84|Bannon, Lee|2018-07-12","Louise & Lee|Bannon, Lee|2018-07-12","based on collectors description|Bannon, Lee|2018-07-12","GeoLocate|Bannon, Lee|2018-07-12","231|Bannon, Lee|2018-07-12"
"0060592MOR","33.092813|Bannon, Lee|2018-07-12","-86.459371000000004|Bannon, Lee|2018-07-12","WGS84|Bannon, Lee|2018-07-12","Louise & Lee|Bannon, Lee|2018-07-12","based on collectors description|Bannon, Lee|2018-07-12","GeoLocate|Bannon, Lee|2018-07-12","1983|Bannon, Lee|2018-07-12"
"0060608MOR","30.250689999999999|Bannon, Lee|2018-07-12","-88.113322999999994|Bannon, Lee|2018-07-12","WGS84|Bannon, Lee|2018-07-12","Louise & Lee|Bannon, Lee|2018-07-12","based on collectors description|Bannon, Lee|2018-07-12","GeoLocate|Bannon, Lee|2018-07-12","288|Bannon, Lee|2018-07-12"
"0060616MOR","39.935859000000001|Bannon, Lee|2017-08-17","-89.802717999999999|Bannon, Lee|2017-08-17","WGS84|Bannon, Lee|2017-08-17","louise & lee|Bannon, Lee|2017-08-17","based on collector's discription|Bannon, Lee|2017-08-17","GeoLocate|Bannon, Lee|2017-08-17","210|Bannon, Lee|2017-08-17"
"0060665MOR","41.928037000000003|Bannon, Lee|2017-09-07","-89.646168000000003|Bannon, Lee|2017-09-07","WGS84|Bannon, Lee|2017-09-07","Louise & Lee|Bannon, Lee|2017-09-07","based on Collectors descripton|Bannon, Lee|2017-09-07","GeoLocate|Bannon, Lee|2017-09-07","201|Bannon, Lee|2017-09-07"
"0060666MOR","41.83719|Bannon, Lee|2017-09-07","-89.968059999999994|Bannon, Lee|2017-09-07","WGS84|Bannon, Lee|2017-09-07","Louise & Lee|Bannon, Lee|2017-09-07","based on Collectors description|Bannon, Lee|2017-09-07","GeoLocate|Bannon, Lee|2017-09-07","198|Bannon, Lee|2017-09-07"
"0060667MOR","42.052546999999997|Bannon, Lee|2017-07-28","-89.935929999999999|Bannon, Lee|2017-07-28","WGS84|Bannon, Lee|2017-07-28","Louise & Lee|Bannon, Lee|2017-07-28","based on Collectors descripton|Bannon, Lee|2017-07-28","GeoLocate|Bannon, Lee|2017-07-28","159|Bannon, Lee|2017-07-28"
"0060668MOR","42.243093000000002|Bannon, Lee|2017-08-31","-89.766767000000002|Bannon, Lee|2017-08-31","WGS84|Bannon, Lee|2017-08-31","Louise & Lee|Bannon, Lee|2017-08-31","based on collectors description|Bannon, Lee|2017-08-31","GeoLocate|Bannon, Lee|2017-08-31","138|Bannon, Lee|2017-08-31"
"0060669MOR","42.421216999999999|Bannon, Lee|2017-08-31","-89.828232999999997|Bannon, Lee|2017-08-31","WGS84|Bannon, Lee|2017-08-31","Louise & Lee|Bannon, Lee|2017-08-31","based on collectors description|Bannon, Lee|2017-08-31","GeoLocate|Bannon, Lee|2017-08-31","147|Bannon, Lee|2017-08-31"
"0060730MOR","41.85866|Bannon, Lee|2017-08-10","-89.354034999999996|Bannon, Lee|2017-08-10","WGS84|Bannon, Lee|2017-08-10","louise & lee|Bannon, Lee|2017-08-10","based on collectors description|Bannon, Lee|2017-08-10","GeoLocate|Bannon, Lee|2017-08-10","180|Bannon, Lee|2017-08-10"
"0060731MOR","33.328938000000001|Bannon, Lee|2018-11-08","-94.746925000000005|Bannon, Lee|2018-11-08","WGS84|Bannon, Lee|2018-11-08","Louise & Lee|Bannon, Lee|2018-11-08","based on collectors description|Bannon, Lee|2018-11-08","GeoLocate|Bannon, Lee|2018-11-08","210|Bannon, Lee|2018-11-08"
"0060732MOR","30.432901999999999|Bannon, Lee|2018-07-12","-87.906114000000002|Bannon, Lee|2018-07-12","WGS84|Bannon, Lee|2018-07-12","Louise & Lee|Bannon, Lee|2018-07-12","based on collectors description|Bannon, Lee|2018-07-12","GeoLocate|Bannon, Lee|2018-07-12","1995|Bannon, Lee|2018-07-12"
"0060733MOR","33.743364|Bannon, Lee|2018-07-12","-85.880184999999997|Bannon, Lee|2018-07-12","WGS84|Bannon, Lee|2018-07-12","Louise & Lee|Bannon, Lee|2018-07-12","based on collectors description|Bannon, Lee|2018-07-12","GeoLocate|Bannon, Lee|2018-07-12","223|Bannon, Lee|2018-07-12"
"0060734MOR","39.232844|Bannon, Lee|2017-08-24","-89.584772999999998|Bannon, Lee|2017-08-24","WGS84|Bannon, Lee|2017-08-24","Louise & Lee|Bannon, Lee|2017-08-24","based on collectors description|Bannon, Lee|2017-08-24","GeoLocate|Bannon, Lee|2017-08-24","190|Bannon, Lee|2017-08-24"
"0060735MOR","32.775055000000002|Bannon, Lee|2018-07-12","-87.274011000000002|Bannon, Lee|2018-07-12","WGS84|Bannon, Lee|2018-07-12","Louise & Lee|Bannon, Lee|2018-07-12","based on collectors description|Bannon, Lee|2018-07-12","GeoLocate|Bannon, Lee|2018-07-12","503|Bannon, Lee|2018-07-12"
"0060736MOR","36.035730000000001|Bannon, Lee|2018-01-25","-78.893984000000003|Bannon, Lee|2018-01-25","WGS84|Bannon, Lee|2018-01-25","Louise & Lee|Bannon, Lee|2018-01-25","based on Collectors description|Bannon, Lee|2018-01-25","GeoLocate|Bannon, Lee|2018-01-25","597|Bannon, Lee|2018-01-25"
"0060881MOR","41.814951000000001|Hipp, Andrew|2016-02-23","-88.051249999999996|Hipp, Andrew|2016-02-23","WGS84|Hipp, Andrew|2016-02-23","Louise and Lee|Hipp, Andrew|2016-02-23","based on collectors description|Hipp, Andrew|2016-02-23","GeoLocate|Hipp, Andrew|2016-02-23","100|Hipp, Andrew|2016-02-23"
"0060883MOR","35.947029999999998|Bannon, Lee|2017-12-07","-83.957812000000004|Bannon, Lee|2017-12-07","WGS84|Bannon, Lee|2017-12-07","Louise & Lee|Bannon, Lee|2017-12-07","based on Collectors description|Bannon, Lee|2017-12-07","GeoLocate|Bannon, Lee|2017-12-07","78|Bannon, Lee|2017-12-07"
"0060884MOR","35.204914000000002|Bannon, Lee|2018-10-11","-97.445733000000004|Bannon, Lee|2018-10-11","WGS84|Bannon, Lee|2018-10-11","Louise & Lee|Bannon, Lee|2018-10-11","based on collectors description|Bannon, Lee|2018-10-11","GeoLocate|Bannon, Lee|2018-10-11","100|Bannon, Lee|2018-10-11"
"0060886MOR","43.248451000000003|Bannon, Lee|2017-09-21","-93.561121|Bannon, Lee|2017-09-21","WGS84|Bannon, Lee|2017-09-21","Louise & Lee|Bannon, Lee|2017-09-21","based on Collectors description|Bannon, Lee|2017-09-21","GeoLocate|Bannon, Lee|2017-09-21","234|Bannon, Lee|2017-09-21"
"0060887MOR","30.566870000000002|Bannon, Lee|2018-11-08","-103.86761300000001|Bannon, Lee|2018-11-08","WGS84|Bannon, Lee|2018-11-08","Louise & Lee|Bannon, Lee|2018-11-08","based on collectors description|Bannon, Lee|2018-11-08","GeoLocate|Bannon, Lee|2018-11-08","2071|Bannon, Lee|2018-11-08"
"0060888MOR","30.566870000000002|Bannon, Lee|2018-11-08","-103.86761300000001|Bannon, Lee|2018-11-08","WGS84|Bannon, Lee|2018-11-08","Louise & Lee|Bannon, Lee|2018-11-08","based on collectors description|Bannon, Lee|2018-11-08","GeoLocate|Bannon, Lee|2018-11-08","2071|Bannon, Lee|2018-11-08"
"0060889MOR","30.827859|Bannon, Lee|2018-11-08","-103.889994|Bannon, Lee|2018-11-08","WGS84|Bannon, Lee|2018-11-08","Louise & Lee|Bannon, Lee|2018-11-08","based on collectors description|Bannon, Lee|2018-11-08","GeoLocate|Bannon, Lee|2018-11-08","1993|Bannon, Lee|2018-11-08"
"0060890MOR","30.858374000000001|Bannon, Lee|2018-11-08","-103.936025|Bannon, Lee|2018-11-08","WGS84|Bannon, Lee|2018-11-08","Louise & Lee|Bannon, Lee|2018-11-08","based on collectors description|Bannon, Lee|2018-11-08","GeoLocate|Bannon, Lee|2018-11-08","2036|Bannon, Lee|2018-11-08"
"0060891MOR","30.597795999999999|Bannon, Lee|2018-11-08","-103.924882|Bannon, Lee|2018-11-08","WGS84|Bannon, Lee|2018-11-08","Louise & Lee|Bannon, Lee|2018-11-08","based on collectors description|Bannon, Lee|2018-11-08","GeoLocate|Bannon, Lee|2018-11-08","996|Bannon, Lee|2018-11-08"
"0060892MOR","43.288077999999999|Bannon, Lee|2019-01-17","-80.357821000000001|Bannon, Lee|2019-01-17","WGS84|Bannon, Lee|2019-01-17","Louise & Lee|Bannon, Lee|2019-01-17","based on collectors description|Bannon, Lee|2019-01-17","GeoLocate|Bannon, Lee|2019-01-17","228|Bannon, Lee|2019-01-17"
"0060893MOR","30.592866999999998|Bannon, Lee|2018-11-08","-103.94302500000001|Bannon, Lee|2018-11-08","WGS84|Bannon, Lee|2018-11-08","Louise & Lee|Bannon, Lee|2018-11-08","based on collectors description|Bannon, Lee|2018-11-08","GeoLocate|Bannon, Lee|2018-11-08","2067|Bannon, Lee|2018-11-08"
"0060894MOR","31.351887999999999|Bannon, Lee|2018-12-06","-108.775521|Bannon, Lee|2018-12-06","WGS84|Bannon, Lee|2018-12-06","Louise & Lee|Bannon, Lee|2018-12-06","based on collectors description|Bannon, Lee|2018-12-06","GeoLocate|Bannon, Lee|2018-12-06","2020|Bannon, Lee|2018-12-06"
"0060895MOR","43.312745999999997|Bannon, Lee|2017-09-14","-90.853161999999998|Bannon, Lee|2017-09-14","WGS84|Bannon, Lee|2017-09-14","Louise & Lee|Bannon, Lee|2017-09-14","based on Collectors description|Bannon, Lee|2017-09-14","GeoLocate|Bannon, Lee|2017-09-14","201|Bannon, Lee|2017-09-14"
"0060903MOR","41.834248000000002|Bannon, Lee|2017-09-07","-89.967567000000003|Bannon, Lee|2017-09-07","WGS84|Bannon, Lee|2017-09-07","Louise & Lee|Bannon, Lee|2017-09-07","based on Collectors descripton|Bannon, Lee|2017-09-07","GeoLocate|Bannon, Lee|2017-09-07","205|Bannon, Lee|2017-09-07"
"0060919MOR","37.494539000000003|Bannon, Lee|2017-08-03","-88.321342999999999|Bannon, Lee|2017-08-03","WGS84|Bannon, Lee|2017-08-03","Louise & Lee|Bannon, Lee|2017-08-03","based on collectors description|Bannon, Lee|2017-08-03","GeoLocate|Bannon, Lee|2017-08-03","213|Bannon, Lee|2017-08-03"
"0060920MOR","41.145049|Bannon, Lee|2017-03-03","-87.479371|Bannon, Lee|2017-03-03","WGS84|Bannon, Lee|2017-03-03","Louise and Lee|Bannon, Lee|2017-03-03","based on collectors description|Bannon, Lee|2017-03-03","GeoLocate|Bannon, Lee|2017-03-03","218|Bannon, Lee|2017-03-03"
"0060921MOR","33.030662999999997|Bannon, Lee|2018-07-26","-85.531040000000004|Bannon, Lee|2018-07-26","WGS84|Bannon, Lee|2018-07-26","Louise & Lee|Bannon, Lee|2018-07-26","based on collectors description|Bannon, Lee|2018-07-26","GeoLocate|Bannon, Lee|2018-07-26","1026|Bannon, Lee|2018-07-26"
"0060941MOR","33.750107999999997|Bannon, Lee|2018-07-26","-85.884304999999998|Bannon, Lee|2018-07-26","WGS84|Bannon, Lee|2018-07-26","Louise & Lee|Bannon, Lee|2018-07-26","based on collectors description|Bannon, Lee|2018-07-26","GeoLocate|Bannon, Lee|2018-07-26","898|Bannon, Lee|2018-07-26"
"0060942MOR","31.482907000000001|Bannon, Lee|2018-08-02","-85.413369000000003|Bannon, Lee|2018-08-02","WGS84|Bannon, Lee|2018-08-02","Louise & Lee|Bannon, Lee|2018-08-02","based on collectors description/believe Barfield Pond is Lake|Bannon, Lee|2018-08-02","GeoLocate|Bannon, Lee|2018-08-02","208|Bannon, Lee|2018-08-02"
"0060947MOR","32.533340000000003|Bannon, Lee|2018-07-26","-86.982236999999998|Bannon, Lee|2018-07-26","WGS84|Bannon, Lee|2018-07-26","Louise & Lee|Bannon, Lee|2018-07-26","based on collectors description|Bannon, Lee|2018-07-26","GeoLocate|Bannon, Lee|2018-07-26","240|Bannon, Lee|2018-07-26"
"0060948MOR","32.366467999999998|Bannon, Lee|2018-07-19","-85.364110999999994|Bannon, Lee|2018-07-19","WGS84|Bannon, Lee|2018-07-19","Louise & Lee|Bannon, Lee|2018-07-19","based on collectors description - unable to locate Ala. 37 based on distance from Marvyn|Bannon, Lee|2018-07-19","GeoLocate|Bannon, Lee|2018-07-19","2071|Bannon, Lee|2018-07-19"
"0061058MOR","43.075372999999999|Bannon, Lee|2017-09-14","-89.779088999999999|Bannon, Lee|2017-09-14","WGS84|Bannon, Lee|2017-09-14","Louise & Lee|Bannon, Lee|2017-09-14","based on Collectors description|Bannon, Lee|2017-09-14","GeoLocate|Bannon, Lee|2017-09-14","163|Bannon, Lee|2017-09-14"
"0061171MOR","33.244011999999998|Bannon, Lee|2018-09-27","-83.931019000000006|Bannon, Lee|2018-09-27","WGS84|Bannon, Lee|2018-09-27","Louise & Lee|Bannon, Lee|2018-09-27","based on collectors description|Bannon, Lee|2018-09-27","GeoLocate|Bannon, Lee|2018-09-27","1273|Bannon, Lee|2018-09-27"
"0061172MOR","33.971904000000002|Bannon, Lee|2018-09-27","-82.581659999999999|Bannon, Lee|2018-09-27","WGS84|Bannon, Lee|2018-09-27","Louise & Lee|Bannon, Lee|2018-09-27","based on collectors description|Bannon, Lee|2018-09-27","GeoLocate|Bannon, Lee|2018-09-27","560|Bannon, Lee|2018-09-27"
"0061173MOR","33.178623000000002|Bannon, Lee|2018-09-27","-84.019801999999999|Bannon, Lee|2018-09-27","WGS84|Bannon, Lee|2018-09-27","Louise & Lee|Bannon, Lee|2018-09-27","based on collectors description|Bannon, Lee|2018-09-27","GeoLocate|Bannon, Lee|2018-09-27","169|Bannon, Lee|2018-09-27"
"0061174MOR","32.805987999999999|Bannon, Lee|2018-09-27","-83.601845999999995|Bannon, Lee|2018-09-27","WGS84|Bannon, Lee|2018-09-27","Louise & Lee|Bannon, Lee|2018-09-27","based on collectors description|Bannon, Lee|2018-09-27","GeoLocate|Bannon, Lee|2018-09-27","2025|Bannon, Lee|2018-09-27"
"0061175MOR","31.761185000000001|Bannon, Lee|2017-12-14","-93.088076999999998|Bannon, Lee|2017-12-14","WGS84|Bannon, Lee|2017-12-14","Louise & Lee|Bannon, Lee|2017-12-14","based on Collectors description|Bannon, Lee|2017-12-14","GeoLocate|Bannon, Lee|2017-12-14","2079|Bannon, Lee|2017-12-14"
"0061176MOR","35.109335999999999|Bannon, Lee|2018-01-25","-77.056816999999995|Bannon, Lee|2018-01-25","WGS84|Bannon, Lee|2018-01-25","Louise & Lee|Bannon, Lee|2018-01-25","based on Collectors description|Bannon, Lee|2018-01-25","GeoLocate|Bannon, Lee|2018-01-25","1954|Bannon, Lee|2018-01-25"
"0061177MOR","35.266694000000001|Bannon, Lee|2018-01-25","-82.315798999999998|Bannon, Lee|2018-01-25","WGS84|Bannon, Lee|2018-01-25","Louise & Lee|Bannon, Lee|2018-01-25","based on Collectors description|Bannon, Lee|2018-01-25","GeoLocate|Bannon, Lee|2018-01-25","200|Bannon, Lee|2018-01-25"
"0061179MOR","35.90484|Bannon, Lee|2018-01-25","-79.046960999999996|Bannon, Lee|2018-01-25","WGS84|Bannon, Lee|2018-01-25","Louise & Lee|Bannon, Lee|2018-01-25","based on Collectors description|Bannon, Lee|2018-01-25","GeoLocate|Bannon, Lee|2018-01-25","1000|Bannon, Lee|2018-01-25"
"0061181MOR","35.677934999999998|Bannon, Lee|2019-03-21","-94.150113000000005|Bannon, Lee|2019-03-21","WGS84|Bannon, Lee|2019-03-21","Louise & Lee|Bannon, Lee|2019-03-21","based on collectors description|Bannon, Lee|2019-03-21","GeoLocate|Bannon, Lee|2019-03-21","1994|Bannon, Lee|2019-03-21"
"0061182MOR","34.317549999999997|Bannon, Lee|2019-03-21","-93.526796000000004|Bannon, Lee|2019-03-21","WGS84|Bannon, Lee|2019-03-21","Louise & Lee|Bannon, Lee|2019-03-21","based on collectors description|Bannon, Lee|2019-03-21","GeoLocate|Bannon, Lee|2019-03-21","1010|Bannon, Lee|2019-03-21"
"0061183MOR","36.042479|Bannon, Lee|2019-03-21","-90.663480000000007|Bannon, Lee|2019-03-21","WGS84|Bannon, Lee|2019-03-21","Louise & Lee|Bannon, Lee|2019-03-21","based on collectors description|Bannon, Lee|2019-03-21","GeoLocate|Bannon, Lee|2019-03-21","519|Bannon, Lee|2019-03-21"
"0061184MOR","33.614564999999999|Bannon, Lee|2019-03-21","-93.813516000000007|Bannon, Lee|2019-03-21","WGS84|Bannon, Lee|2019-03-21","Louise & Lee|Bannon, Lee|2019-03-21","based on collectors description|Bannon, Lee|2019-03-21","GeoLocate|Bannon, Lee|2019-03-21","1959|Bannon, Lee|2019-03-21"
"0061185MOR","34.445729|Bannon, Lee|2019-03-21","-92.829111999999995|Bannon, Lee|2019-03-21","WGS84|Bannon, Lee|2019-03-21","Louise & Lee|Bannon, Lee|2019-03-21","based on collectors description|Bannon, Lee|2019-03-21","GeoLocate|Bannon, Lee|2019-03-21","2072|Bannon, Lee|2019-03-21"
"0061186MOR","35.130369000000002|Bannon, Lee|2019-03-21","-93.711584999999999|Bannon, Lee|2019-03-21","WGS84|Bannon, Lee|2019-03-21","Louise & Lee|Bannon, Lee|2019-03-21","based on collectors description|Bannon, Lee|2019-03-21","GeoLocate|Bannon, Lee|2019-03-21","1997|Bannon, Lee|2019-03-21"
"0061187MOR","33.079819999999998|Bannon, Lee|2019-03-21","-91.299357000000001|Bannon, Lee|2019-03-21","WGS84|Bannon, Lee|2019-03-21","Louise & Lee|Bannon, Lee|2019-03-21","based on collectors description|Bannon, Lee|2019-03-21","GeoLocate|Bannon, Lee|2019-03-21","1920|Bannon, Lee|2019-03-21"
"0061188MOR","39.638530000000003|Bannon, Lee|2018-01-11","-75.730688000000001|Bannon, Lee|2018-01-11","WGS84|Bannon, Lee|2018-01-11","Louise & Lee|Bannon, Lee|2018-01-11","based on Collectors description|Bannon, Lee|2018-01-11","GeoLocate|Bannon, Lee|2018-01-11","2033|Bannon, Lee|2018-01-11"
"0061189MOR","37.578240999999998|Bannon, Lee|2017-08-03","-88.306008000000006|Bannon, Lee|2017-08-03","WGS84|Bannon, Lee|2017-08-03","Louise & Lee|Bannon, Lee|2017-08-03","based on collectors description|Bannon, Lee|2017-08-03","GeoLocate|Bannon, Lee|2017-08-03","193|Bannon, Lee|2017-08-03"
"0061190MOR","37.638477000000002|Bannon, Lee|2017-08-31","-88.379518000000004|Bannon, Lee|2017-08-31","WGS84|Bannon, Lee|2017-08-31","Louise & Lee|Bannon, Lee|2017-08-31","based on collectors description|Bannon, Lee|2017-08-31","GeoLocate|Bannon, Lee|2017-08-31","129|Bannon, Lee|2017-08-31"
"0061193MOR","30.756733000000001|Bannon, Lee|2018-09-13","-86.438331000000005|Bannon, Lee|2018-09-13","WGS84|Bannon, Lee|2018-09-13","Louise & Lee|Bannon, Lee|2018-09-13","based on collectors description|Bannon, Lee|2018-09-13","GeoLocate|Bannon, Lee|2018-09-13","211|Bannon, Lee|2018-09-13"
"0061194MOR","30.685748|Bannon, Lee|2018-09-13","-84.841308999999995|Bannon, Lee|2018-09-13","WGS84|Bannon, Lee|2018-09-13","Louise & Lee|Bannon, Lee|2018-09-13","based on collectors description|Bannon, Lee|2018-09-13","GeoLocate|Bannon, Lee|2018-09-13","202|Bannon, Lee|2018-09-13"
"0061195MOR","30.866033000000002|Bannon, Lee|2018-09-13","-86.814305000000004|Bannon, Lee|2018-09-13","WGS84|Bannon, Lee|2018-09-13","Louise & Lee|Bannon, Lee|2018-09-13","based on collectors description|Bannon, Lee|2018-09-13","GeoLocate|Bannon, Lee|2018-09-13","969|Bannon, Lee|2018-09-13"
"0061196MOR","30.950726|Bannon, Lee|2018-09-13","-86.744495999999998|Bannon, Lee|2018-09-13","WGS84|Bannon, Lee|2018-09-13","Louise & Lee|Bannon, Lee|2018-09-13","based on collectors description|Bannon, Lee|2018-09-13","GeoLocate|Bannon, Lee|2018-09-13","1065|Bannon, Lee|2018-09-13"
"0061197MOR","30.526160000000001|Bannon, Lee|2018-09-13","-87.237778000000006|Bannon, Lee|2018-09-13","WGS84|Bannon, Lee|2018-09-13","Louise & Lee|Bannon, Lee|2018-09-13","based on collectors description|Bannon, Lee|2018-09-13","GeoLocate|Bannon, Lee|2018-09-13","969|Bannon, Lee|2018-09-13"
"0061198MOR","30.523572000000001|Bannon, Lee|2018-09-13","-87.235309999999998|Bannon, Lee|2018-09-13","WGS84|Bannon, Lee|2018-09-13","Louise & Lee|Bannon, Lee|2018-09-13","based on collectors description|Bannon, Lee|2018-09-13","GeoLocate|Bannon, Lee|2018-09-13","213|Bannon, Lee|2018-09-13"
"0061199MOR","30.627690999999999|Bannon, Lee|2018-09-13","-87.021411999999998|Bannon, Lee|2018-09-13","WGS84|Bannon, Lee|2018-09-13","Louise & Lee|Bannon, Lee|2018-09-13","based on collectors description|Bannon, Lee|2018-09-13","GeoLocate|Bannon, Lee|2018-09-13","223|Bannon, Lee|2018-09-13"
"0061200MOR","33.430014|Bannon, Lee|2018-01-04","-88.303608999999994|Bannon, Lee|2018-01-04","WGS84|Bannon, Lee|2018-01-04","Louise & Lee|Bannon, Lee|2018-01-04","based on Collectors description|Bannon, Lee|2018-01-04","GeoLocate|Bannon, Lee|2018-01-04","1528|Bannon, Lee|2018-01-04"
"0061201MOR","34.910227999999996|Bannon, Lee|2018-10-11","-95.074747000000002|Bannon, Lee|2018-10-11","WGS84|Bannon, Lee|2018-10-11","Louise & Lee|Bannon, Lee|2018-10-11","based on collectors description|Bannon, Lee|2018-10-11","GeoLocate|Bannon, Lee|2018-10-11","2038|Bannon, Lee|2018-10-11"
"0061202MOR","34.865926999999999|Bannon, Lee|2018-01-25","-79.199672000000007|Bannon, Lee|2018-01-25","WGS84|Bannon, Lee|2018-01-25","Louise & Lee|Bannon, Lee|2018-01-25","based on Collectors description|Bannon, Lee|2018-01-25","GeoLocate|Bannon, Lee|2018-01-25","111|Bannon, Lee|2018-01-25"
"0061204MOR","37.570954999999998|Bannon, Lee|2017-11-02","-84.291438999999997|Bannon, Lee|2017-11-02","WGS84|Bannon, Lee|2017-11-02","Louise & Lee|Bannon, Lee|2017-11-02","based on Collectors description|Bannon, Lee|2017-11-02","GeoLocate|Bannon, Lee|2017-11-02","220|Bannon, Lee|2017-11-02"
"0061205MOR","34.618859|Bannon, Lee|2018-10-11","-95.410853000000003|Bannon, Lee|2018-10-11","WGS84|Bannon, Lee|2018-10-11","Louise & Lee|Bannon, Lee|2018-10-11","based on collectors description|Bannon, Lee|2018-10-11","GeoLocate|Bannon, Lee|2018-10-11","1958|Bannon, Lee|2018-10-11"
"0061206MOR","34.635976999999997|Bannon, Lee|2018-10-11","-95.294113999999993|Bannon, Lee|2018-10-11","WGS84|Bannon, Lee|2018-10-11","Louise & Lee|Bannon, Lee|2018-10-11","based on collectors description|Bannon, Lee|2018-10-11","GeoLocate|Bannon, Lee|2018-10-11","997|Bannon, Lee|2018-10-11"
"0061207MOR","37.157590999999996|Bannon, Lee|2017-07-28","-89.351443000000003|Bannon, Lee|2017-07-28","WGS84|Bannon, Lee|2017-07-28","Louise & Lee|Bannon, Lee|2017-07-28","based on Collectors descripton|Bannon, Lee|2017-07-28","GeoLocate|Bannon, Lee|2017-07-28","183|Bannon, Lee|2017-07-28"
"0061214MOR","32.237912000000001|Bannon, Lee|2018-11-29","-101.478736|Bannon, Lee|2018-11-29","WGS84|Bannon, Lee|2018-11-29","Louise & Lee|Bannon, Lee|2018-11-29","based on collectors description|Bannon, Lee|2018-11-29","GeoLocate|Bannon, Lee|2018-11-29","1972|Bannon, Lee|2018-11-29"
"0061215MOR","30.633203999999999|Bannon, Lee|2018-11-29","-104.167412|Bannon, Lee|2018-11-29","WGS84|Bannon, Lee|2018-11-29","Louise & Lee|Bannon, Lee|2018-11-29","based on collectors description|Bannon, Lee|2018-11-29","GeoLocate|Bannon, Lee|2018-11-29","1807|Bannon, Lee|2018-11-29"
"0061216MOR","30.750146999999998|Bannon, Lee|2018-11-29","-104.083821|Bannon, Lee|2018-11-29","WGS84|Bannon, Lee|2018-11-29","Louise & Lee|Bannon, Lee|2018-11-29","based on collectors description|Bannon, Lee|2018-11-29","GeoLocate|Bannon, Lee|2018-11-29","2062|Bannon, Lee|2018-11-29"
"0061217MOR","30.635256999999999|Bannon, Lee|2018-11-29","-104.173407|Bannon, Lee|2018-11-29","WGS84|Bannon, Lee|2018-11-29","Louise & Lee|Bannon, Lee|2018-11-29","based on collectors description|Bannon, Lee|2018-11-29","GeoLocate|Bannon, Lee|2018-11-29","205|Bannon, Lee|2018-11-29"
"0061219MOR","37.491396999999999|Bannon, Lee|2017-02-24","-112.51351|Bannon, Lee|2017-02-24","WGS84|Bannon, Lee|2017-02-24","Louise and Lee|Bannon, Lee|2017-02-24","based on collectors description|Bannon, Lee|2017-02-24","GeoLocate|Bannon, Lee|2017-02-24","768|Bannon, Lee|2017-02-24"
"0061220MOR","39.344406999999997|Bannon, Lee|2018-11-08","-111.56352699999999|Bannon, Lee|2018-11-08","WGS84|Bannon, Lee|2018-11-08","Louise & Lee|Bannon, Lee|2018-11-08","based on collectors description|Bannon, Lee|2018-11-08","GeoLocate|Bannon, Lee|2018-11-08","1506|Bannon, Lee|2018-11-08"
"0061221MOR","39.344883000000003|Bannon, Lee|2018-11-08","-111.563388|Bannon, Lee|2018-11-08","WGS84|Bannon, Lee|2018-11-08","Louise & Lee|Bannon, Lee|2018-11-08","based on collectors description|Bannon, Lee|2018-11-08","GeoLocate|Bannon, Lee|2018-11-08","1493|Bannon, Lee|2018-11-08"
"0061222MOR","39.755001999999998|Bannon, Lee|2018-11-08","-110.915384|Bannon, Lee|2018-11-08","WGS84|Bannon, Lee|2018-11-08","Louise & Lee|Bannon, Lee|2018-11-08","based on collectors description|Bannon, Lee|2018-11-08","GeoLocate|Bannon, Lee|2018-11-08","1045|Bannon, Lee|2018-11-08"
"0061223MOR","40.580266000000002|Bannon, Lee|2018-11-08","-111.75682|Bannon, Lee|2018-11-08","WGS84|Bannon, Lee|2018-11-08","Louise & Lee|Bannon, Lee|2018-11-08","based on collectors description|Bannon, Lee|2018-11-08","GeoLocate|Bannon, Lee|2018-11-08","969|Bannon, Lee|2018-11-08"
"0061224MOR","","","WGS84|Bannon, Lee|2018-11-08","Louise & Lee|Bannon, Lee|2018-11-08","based on collectors description|Bannon, Lee|2018-11-08","GeoLocate|Bannon, Lee|2018-11-08","1998|Bannon, Lee|2018-11-08"
"0061225MOR","37.822099999999999|Bannon, Lee|2018-11-08","-109.4909|Bannon, Lee|2018-11-08","WGS84|Bannon, Lee|2018-11-08","Louise & Lee|Bannon, Lee|2018-11-08","based on collectors description|Bannon, Lee|2018-11-08","GeoLocate|Bannon, Lee|2018-11-08","969|Bannon, Lee|2018-11-08"
"0061226MOR","37.172538000000003|Bannon, Lee|2017-02-24","-112.619012|Bannon, Lee|2017-02-24","WGS84|Bannon, Lee|2017-02-24","Louise and Lee|Bannon, Lee|2017-02-24","based on collectors description|Bannon, Lee|2017-02-24","GeoLocate|Bannon, Lee|2017-02-24","1871|Bannon, Lee|2017-02-24"
