"","decimallatitude","decimallongitude","geodeticdatum","georeferencedby","georeferenceremarks","georeferencesources","coordinateuncertaintyinmeters"
"0001353MOR","41.819076000000003|Bannon, Lee|2019-10-03","-88.053995999999998|Bannon, Lee|2019-10-03","WGS84|Bannon, Lee|2019-10-03","Louise & Lee|Bannon, Lee|2019-10-03","based on collectors description|Bannon, Lee|2019-10-03","GeoLocate|Bannon, Lee|2019-10-03","202|Bannon, Lee|2019-10-03"
"0001365MOR","41.929640999999997|Bannon, Lee|2019-10-03","-88.181877999999998|Bannon, Lee|2019-10-03","WGS84|Bannon, Lee|2019-10-03","Louise & Lee|Bannon, Lee|2019-10-03","based on collectors description|Bannon, Lee|2019-10-03","GeoLocate|Bannon, Lee|2019-10-03","605|Bannon, Lee|2019-10-03"
"0001381MOR","41.776477999999997|Bannon, Lee|2019-06-20","-88.148321999999993|Bannon, Lee|2019-06-20","WGS84|Bannon, Lee|2019-06-20","Louise & Lee|Bannon, Lee|2019-06-20","based on Collectors description|Bannon, Lee|2019-06-20","GeoLocate|Bannon, Lee|2019-06-20","51|Bannon, Lee|2019-06-20"
"0001385MOR","41.841768000000002|Bannon, Lee|2019-06-20","-88.065546999999995|Bannon, Lee|2019-06-20","WGS84|Bannon, Lee|2019-06-20","Louise & Lee|Bannon, Lee|2019-06-20","based on Collectors description|Bannon, Lee|2019-06-20","GeoLocate|Bannon, Lee|2019-06-20","201|Bannon, Lee|2019-06-20"
"0001386MOR","41.773634000000001|Bannon, Lee|2019-06-20","-88.143428999999998|Bannon, Lee|2019-06-20","WGS84|Bannon, Lee|2019-06-20","Louise & Lee|Bannon, Lee|2019-06-20","based on Collectors description|Bannon, Lee|2019-06-20","GeoLocate|Bannon, Lee|2019-06-20","200|Bannon, Lee|2019-06-20"
"0001387MOR","41.749533999999997|Bannon, Lee|2019-06-20","-88.129377000000005|Bannon, Lee|2019-06-20","WGS84|Bannon, Lee|2019-06-20","Louise & Lee|Bannon, Lee|2019-06-20","based on Collectors description|Bannon, Lee|2019-06-20","GeoLocate|Bannon, Lee|2019-06-20","104|Bannon, Lee|2019-06-20"
"0001388MOR","40.777537000000002|Fertig, Walter|2017-01-28","-87.162413000000001|Fertig, Walter|2017-01-28","","","","","100|Fertig, Walter|2017-01-28"
"0001410MOR","41.817540999999999|Bannon, Lee|2019-10-03","-88.063029999999998|Bannon, Lee|2019-10-03","WGS84|Bannon, Lee|2019-10-03","Louise & Lee|Bannon, Lee|2019-10-03","based on collectors description|Bannon, Lee|2019-10-03","GeoLocate|Bannon, Lee|2019-10-03","195|Bannon, Lee|2019-10-03"
"0001411MOR","41.816837999999997|Bannon, Lee|2019-11-07","-88.058717000000001|Bannon, Lee|2019-11-07","WGS84|Bannon, Lee|2019-11-07","Louise & Lee|Bannon, Lee|2019-11-07","based on collectors description|Bannon, Lee|2019-11-07","GeoLocate|Bannon, Lee|2019-11-07","201|Bannon, Lee|2019-11-07"
"0001412MOR","41.813794000000001|Bannon, Lee|2019-10-24","-88.079198000000005|Bannon, Lee|2019-10-24","WGS84|Bannon, Lee|2019-10-24","Louise & Lee|Bannon, Lee|2019-10-24","based on collectors description|Bannon, Lee|2019-10-24","GeoLocate|Bannon, Lee|2019-10-24","152|Bannon, Lee|2019-10-24"
"0001413MOR","41.816769000000001|Bannon, Lee|2019-10-03","-88.041561000000002|Bannon, Lee|2019-10-03","WGS84|Bannon, Lee|2019-10-03","Louise & Lee|Bannon, Lee|2019-10-03","based on collectors description|Bannon, Lee|2019-10-03","GeoLocate|Bannon, Lee|2019-10-03","104|Bannon, Lee|2019-10-03"
"0001435MOR","41.757916999999999|Bannon, Lee|2019-10-24","-88.140296000000006|Bannon, Lee|2019-10-24","WGS84|Bannon, Lee|2019-10-24","Louise & Lee|Bannon, Lee|2019-10-24","based on collectors description|Bannon, Lee|2019-10-24","GeoLocate|Bannon, Lee|2019-10-24","410|Bannon, Lee|2019-10-24"
"0001438MOR","41.814529999999998|Bannon, Lee|2019-10-24","-88.037869999999998|Bannon, Lee|2019-10-24","WGS84|Bannon, Lee|2019-10-24","Louise & Lee|Bannon, Lee|2019-10-24","based on collectors description|Bannon, Lee|2019-10-24","GeoLocate|Bannon, Lee|2019-10-24","101|Bannon, Lee|2019-10-24"
"0001439MOR","41.817540999999999|Bannon, Lee|2019-11-14","-88.063029999999998|Bannon, Lee|2019-11-14","WGS84|Bannon, Lee|2019-11-14","Louise & Lee|Bannon, Lee|2019-11-14","based on collectors description|Bannon, Lee|2019-11-14","GeoLocate|Bannon, Lee|2019-11-14","195|Bannon, Lee|2019-11-14"
"0001456MOR","41.815376999999998|Bannon, Lee|2019-10-03","-88.037724999999995|Bannon, Lee|2019-10-03","WGS84|Bannon, Lee|2019-10-03","Louise & Lee|Bannon, Lee|2019-10-03","based on collectors description|Bannon, Lee|2019-10-03","GeoLocate|Bannon, Lee|2019-10-03","199|Bannon, Lee|2019-10-03"
"0001494MOR","41.814577999999997|Bannon, Lee|2019-11-07","-88.046066999999994|Bannon, Lee|2019-11-07","WGS84|Bannon, Lee|2019-11-07","Louise & Lee|Bannon, Lee|2019-11-07","based on collectors description|Bannon, Lee|2019-11-07","GeoLocate|Bannon, Lee|2019-11-07","202|Bannon, Lee|2019-11-07"
"0001524MOR","41.896883000000003|Bannon, Lee|2019-10-31","-87.977604999999997|Bannon, Lee|2019-10-31","WGS84|Bannon, Lee|2019-10-31","Louise & Lee|Bannon, Lee|2019-10-31","based on collectors description|Bannon, Lee|2019-10-31","GeoLocate|Bannon, Lee|2019-10-31","49|Bannon, Lee|2019-10-31"
"0001527MOR","41.821508999999999|Bannon, Lee|2019-11-07","-88.077136999999993|Bannon, Lee|2019-11-07","WGS84|Bannon, Lee|2019-11-07","Louise & Lee|Bannon, Lee|2019-11-07","based on collectors description|Bannon, Lee|2019-11-07","GeoLocate|Bannon, Lee|2019-11-07","60|Bannon, Lee|2019-11-07"
"0001563MOR","41.814658000000001|Bannon, Lee|2019-10-31","-88.057912000000002|Bannon, Lee|2019-10-31","WGS84|Bannon, Lee|2019-10-31","Louise & Lee|Bannon, Lee|2019-10-31","based on collectors description|Bannon, Lee|2019-10-31","GeoLocate|Bannon, Lee|2019-10-31","209|Bannon, Lee|2019-10-31"
"0001564MOR","41.817072000000003|Bannon, Lee|2019-11-14","-88.041132000000005|Bannon, Lee|2019-11-14","WGS84|Bannon, Lee|2019-11-14","Louise & Lee|Bannon, Lee|2019-11-14","based on collectors description|Bannon, Lee|2019-11-14","GeoLocate|Bannon, Lee|2019-11-14","202|Bannon, Lee|2019-11-14"
"0001578MOR","41.811591|Bannon, Lee|2019-11-07","-88.038375000000002|Bannon, Lee|2019-11-07","WGS84|Bannon, Lee|2019-11-07","Louise & Lee|Bannon, Lee|2019-11-07","based on collectors description|Bannon, Lee|2019-11-07","GeoLocate|Bannon, Lee|2019-11-07","150|Bannon, Lee|2019-11-07"
"0001610MOR","","","","","","",""
"0001731MOR","41.816457|Bannon, Lee|2019-10-31","-88.044811999999993|Bannon, Lee|2019-10-31","WGS84|Bannon, Lee|2019-10-31","Louise & Lee|Bannon, Lee|2019-10-31","based on collectors description|Bannon, Lee|2019-10-31","GeoLocate|Bannon, Lee|2019-10-31","115|Bannon, Lee|2019-10-31"
"0001741MOR","41.820870999999997|Bannon, Lee|2019-11-07","-88.049854999999994|Bannon, Lee|2019-11-07","WGS84|Bannon, Lee|2019-11-07","Louise & Lee|Bannon, Lee|2019-11-07","based on collectors description|Bannon, Lee|2019-11-07","GeoLocate|Bannon, Lee|2019-11-07","204|Bannon, Lee|2019-11-07"
"0001748MOR","41.825220000000002|Bannon, Lee|2019-10-31","-88.049661999999998|Bannon, Lee|2019-10-31","WGS84|Bannon, Lee|2019-10-31","Louise & Lee|Bannon, Lee|2019-10-31","based on collectors description|Bannon, Lee|2019-10-31","GeoLocate|Bannon, Lee|2019-10-31","199|Bannon, Lee|2019-10-31"
"0001806MOR","41.815800000000003|Bannon, Lee|2019-09-19","-88.038396000000006|Bannon, Lee|2019-09-19","WGS84|Bannon, Lee|2019-09-19","Louise & Lee|Bannon, Lee|2019-09-19","based on collectors description|Bannon, Lee|2019-09-19","GeoLocate|Bannon, Lee|2019-09-19","204|Bannon, Lee|2019-09-19"
"0001808MOR","41.816248000000002|Bannon, Lee|2019-09-19","-88.037848999999994|Bannon, Lee|2019-09-19","WGS84|Bannon, Lee|2019-09-19","Louise & Lee|Bannon, Lee|2019-09-19","based on collectors description|Bannon, Lee|2019-09-19","GeoLocate|Bannon, Lee|2019-09-19","199|Bannon, Lee|2019-09-19"
"0001827MOR","40.777537000000002|Fertig, Walter|2017-01-28","-87.162413000000001|Fertig, Walter|2017-01-28","","Fertig|Fertig, Walter|2017-01-28","","","100|Fertig, Walter|2017-01-28"
"0001868MOR","41.816679999999998|Bannon, Lee|2019-09-19","-88.046604000000002|Bannon, Lee|2019-09-19","WGS84|Bannon, Lee|2019-09-19","Louise & Lee|Bannon, Lee|2019-09-19","based on collectors description|Bannon, Lee|2019-09-19","GeoLocate|Bannon, Lee|2019-09-19","127|Bannon, Lee|2019-09-19"
"0001869MOR","41.813729000000002|Bannon, Lee|2019-09-26","-88.079187000000005|Bannon, Lee|2019-09-26","WGS84|Bannon, Lee|2019-09-26","Louise & Lee|Bannon, Lee|2019-09-26","based on collectors description|Bannon, Lee|2019-09-26","GeoLocate|Bannon, Lee|2019-09-26","106|Bannon, Lee|2019-09-26"
"0001870MOR","41.813544999999998|Bannon, Lee|2019-09-19","-88.071151|Bannon, Lee|2019-09-19","WGS84|Bannon, Lee|2019-09-19","Louise & Lee|Bannon, Lee|2019-09-19","based on collectors description|Bannon, Lee|2019-09-19","GeoLocate|Bannon, Lee|2019-09-19","94|Bannon, Lee|2019-09-19"
"0001883MOR","41.787185000000001|Bannon, Lee|2019-09-19","-88.024303000000003|Bannon, Lee|2019-09-19","WGS84|Bannon, Lee|2019-09-19","Louise & Lee|Bannon, Lee|2019-09-19","based on collectors description|Bannon, Lee|2019-09-19","GeoLocate|Bannon, Lee|2019-09-19","200|Bannon, Lee|2019-09-19"
"0001884MOR","41.824908000000001|Bannon, Lee|2019-09-19","-88.053481000000005|Bannon, Lee|2019-09-19","WGS84|Bannon, Lee|2019-09-19","Louise & Lee|Bannon, Lee|2019-09-19","based on collectors description|Bannon, Lee|2019-09-19","GeoLocate|Bannon, Lee|2019-09-19","148|Bannon, Lee|2019-09-19"
"0001890MOR","40.777537000000002|Fertig, Walter|2017-01-28","-87.162413000000001|Fertig, Walter|2017-01-28","","Fertig|Fertig, Walter|2017-01-28","","","100|Fertig, Walter|2017-01-28"
"0001917MOR","41.956862999999998|Bannon, Lee|2019-08-22","-88.129175000000004|Bannon, Lee|2019-08-22","WGS84|Bannon, Lee|2019-08-22","Louise & Lee|Bannon, Lee|2019-08-22","based on collectors description|Bannon, Lee|2019-08-22","GeoLocate|Bannon, Lee|2019-08-22","285|Bannon, Lee|2019-08-22"
"0001967MOR","41.550150000000002|Fertig, Walter|2017-05-28","-87.074719999999999|Fertig, Walter|2017-05-28","WGS84|Fertig, Walter|2017-05-28","","","",""
"0001968MOR","41.672110000000004|Fertig, Walter|2017-05-28","-86.35069|Fertig, Walter|2017-05-28","WGS84|Fertig, Walter|2017-05-28","","","",""
"0002013MOR","41.819811999999999|Bannon, Lee|2019-09-19","-88.060261999999994|Bannon, Lee|2019-09-19","WGS84|Bannon, Lee|2019-09-19","Louise & Lee|Bannon, Lee|2019-09-19","based on collectors description|Bannon, Lee|2019-09-19","GeoLocate|Bannon, Lee|2019-09-19","202|Bannon, Lee|2019-09-19"
"0002016MOR","41.818238999999998|Bannon, Lee|2019-09-26","-88.067040000000006|Bannon, Lee|2019-09-26","WGS84|Bannon, Lee|2019-09-26","Louise & Lee|Bannon, Lee|2019-09-26","based on collectors description|Bannon, Lee|2019-09-26","GeoLocate|Bannon, Lee|2019-09-26","95|Bannon, Lee|2019-09-26"
"0002017MOR","41.816848|Bannon, Lee|2019-09-19","-88.046786999999995|Bannon, Lee|2019-09-19","WGS84|Bannon, Lee|2019-09-19","Louise & Lee|Bannon, Lee|2019-09-19","based on collectors description|Bannon, Lee|2019-09-19","GeoLocate|Bannon, Lee|2019-09-19","150|Bannon, Lee|2019-09-19"
"0002018MOR","41.753185999999999|Bannon, Lee|2019-10-24","-87.973838999999998|Bannon, Lee|2019-10-24","WGS84|Bannon, Lee|2019-10-24","Louise & Lee|Bannon, Lee|2019-10-24","based on collectors description|Bannon, Lee|2019-10-24","GeoLocate|Bannon, Lee|2019-10-24","147|Bannon, Lee|2019-10-24"
"0002021MOR","41.818840999999999|Bannon, Lee|2019-09-19","-88.064352|Bannon, Lee|2019-09-19","WGS84|Bannon, Lee|2019-09-19","Louise & Lee|Bannon, Lee|2019-09-19","based on collectors description|Bannon, Lee|2019-09-19","GeoLocate|Bannon, Lee|2019-09-19","109|Bannon, Lee|2019-09-19"
"0002025MOR","41.811602999999998|Bannon, Lee|2019-09-19","-88.071205000000006|Bannon, Lee|2019-09-19","WGS84|Bannon, Lee|2019-09-19","Louise & Lee|Bannon, Lee|2019-09-19","based on collectors description|Bannon, Lee|2019-09-19","GeoLocate|Bannon, Lee|2019-09-19","197|Bannon, Lee|2019-09-19"
"0002035MOR","41.818022999999997|Bannon, Lee|2019-09-19","-88.065078999999997|Bannon, Lee|2019-09-19","WGS84|Bannon, Lee|2019-09-19","Louise & Lee|Bannon, Lee|2019-09-19","based on collectors description|Bannon, Lee|2019-09-19","GeoLocate|Bannon, Lee|2019-09-19","155|Bannon, Lee|2019-09-19"
"0002038MOR","41.812027|Bannon, Lee|2019-10-03","-88.069005000000004|Bannon, Lee|2019-10-03","WGS84|Bannon, Lee|2019-10-03","Louise & Lee|Bannon, Lee|2019-10-03","based on collectors description|Bannon, Lee|2019-10-03","GeoLocate|Bannon, Lee|2019-10-03","106|Bannon, Lee|2019-10-03"
"0002060MOR","41.813298000000003|Bannon, Lee|2019-09-19","-88.081418999999997|Bannon, Lee|2019-09-19","WGS84|Bannon, Lee|2019-09-19","Louise & Lee|Bannon, Lee|2019-09-19","based on collectors description|Bannon, Lee|2019-09-19","GeoLocate|Bannon, Lee|2019-09-19","203|Bannon, Lee|2019-09-19"
"0002061MOR","41.814416999999999|Bannon, Lee|2019-09-19","-88.039319000000006|Bannon, Lee|2019-09-19","WGS84|Bannon, Lee|2019-09-19","Louise & Lee|Bannon, Lee|2019-09-19","based on collectors description|Bannon, Lee|2019-09-19","GeoLocate|Bannon, Lee|2019-09-19","212|Bannon, Lee|2019-09-19"
"0002142MOR","41.815075999999998|Bannon, Lee|2019-10-03","-88.079122999999996|Bannon, Lee|2019-10-03","WGS84|Bannon, Lee|2019-10-03","Louise & Lee|Bannon, Lee|2019-10-03","based on collectors description|Bannon, Lee|2019-10-03","GeoLocate|Bannon, Lee|2019-10-03","150|Bannon, Lee|2019-10-03"
"0002226MOR","41.815800000000003|Bannon, Lee|2019-09-26","-88.038396000000006|Bannon, Lee|2019-09-26","WGS84|Bannon, Lee|2019-09-26","Louise & Lee|Bannon, Lee|2019-09-26","based on collectors description|Bannon, Lee|2019-09-26","GeoLocate|Bannon, Lee|2019-09-26","204|Bannon, Lee|2019-09-26"
"0002227MOR","41.818340999999997|Bannon, Lee|2019-09-19","-88.054081999999994|Bannon, Lee|2019-09-19","WGS84|Bannon, Lee|2019-09-19","Louise & Lee|Bannon, Lee|2019-09-19","based on collectors description|Bannon, Lee|2019-09-19","GeoLocate|Bannon, Lee|2019-09-19","205|Bannon, Lee|2019-09-19"
"0002246MOR","41.820787000000003|Bannon, Lee|2019-09-19","-88.171935000000005|Bannon, Lee|2019-09-19","WGS84|Bannon, Lee|2019-09-19","Louise & Lee|Bannon, Lee|2019-09-19","based on collectors description|Bannon, Lee|2019-09-19","GeoLocate|Bannon, Lee|2019-09-19","206|Bannon, Lee|2019-09-19"
"0002296MOR","41.805742000000002|Bannon, Lee|2019-09-26","-88.180693000000005|Bannon, Lee|2019-09-26","WGS84|Bannon, Lee|2019-09-26","Louise & Lee|Bannon, Lee|2019-09-26","based on collectors description|Bannon, Lee|2019-09-26","GeoLocate|Bannon, Lee|2019-09-26","211|Bannon, Lee|2019-09-26"
"0002297MOR","41.805742000000002|Bannon, Lee|2019-10-24","-88.180693000000005|Bannon, Lee|2019-10-24","WGS84|Bannon, Lee|2019-10-24","Louise & Lee|Bannon, Lee|2019-10-24","based on collectors description|Bannon, Lee|2019-10-24","GeoLocate|Bannon, Lee|2019-10-24","211|Bannon, Lee|2019-10-24"
"0002320MOR","41.814801000000003|Bannon, Lee|2019-10-03","-88.051070999999993|Bannon, Lee|2019-10-03","WGS84|Bannon, Lee|2019-10-03","Louise & Lee|Bannon, Lee|2019-10-03","based on collectors description|Bannon, Lee|2019-10-03","GeoLocate|Bannon, Lee|2019-10-03","207|Bannon, Lee|2019-10-03"
"0002321MOR","41.813543000000003|Bannon, Lee|2019-10-24","-88.091932999999997|Bannon, Lee|2019-10-24","WGS84|Bannon, Lee|2019-10-24","Louise & Lee|Bannon, Lee|2019-10-24","based on collectors description|Bannon, Lee|2019-10-24","GeoLocate|Bannon, Lee|2019-10-24","195|Bannon, Lee|2019-10-24"
"0002322MOR","41.815216999999997|Bannon, Lee|2019-09-26","-88.080425000000005|Bannon, Lee|2019-09-26","WGS84|Bannon, Lee|2019-09-26","Louise & Lee|Bannon, Lee|2019-09-26","based on collectors description|Bannon, Lee|2019-09-26","GeoLocate|Bannon, Lee|2019-09-26","101|Bannon, Lee|2019-09-26"
"0002343MOR","41.812634000000003|Bannon, Lee|2019-09-19","-88.092177000000007|Bannon, Lee|2019-09-19","WGS84|Bannon, Lee|2019-09-19","Louise & Lee|Bannon, Lee|2019-09-19","based on collectors description|Bannon, Lee|2019-09-19","GeoLocate|Bannon, Lee|2019-09-19","201|Bannon, Lee|2019-09-19"
"0002378MOR","31.202383999999999|Bannon, Lee|2018-08-09","-85.343549999999993|Bannon, Lee|2018-08-09","WGS84|Bannon, Lee|2018-08-09","Louise & Lee|Bannon, Lee|2018-08-09","based on collectors description|Bannon, Lee|2018-08-09","GeoLocate|Bannon, Lee|2018-08-09","186|Bannon, Lee|2018-08-09"
"0002381MOR","41.814855000000001|Bannon, Lee|2019-10-24","-88.052108000000004|Bannon, Lee|2019-10-24","WGS84|Bannon, Lee|2019-10-24","Louise & Lee|Bannon, Lee|2019-10-24","based on collectors description|Bannon, Lee|2019-10-24","GeoLocate|Bannon, Lee|2019-10-24","195|Bannon, Lee|2019-10-24"
"0002382MOR","41.811143999999999|Bannon, Lee|2019-09-26","-88.061335|Bannon, Lee|2019-09-26","WGS84|Bannon, Lee|2019-09-26","Louise & Lee|Bannon, Lee|2019-09-26","based on collectors description|Bannon, Lee|2019-09-26","GeoLocate|Bannon, Lee|2019-09-26","203|Bannon, Lee|2019-09-26"
"0002383MOR","41.816608000000002|Bannon, Lee|2019-09-19","-88.046335999999997|Bannon, Lee|2019-09-19","WGS84|Bannon, Lee|2019-09-19","Louise & Lee|Bannon, Lee|2019-09-19","based on collectors description|Bannon, Lee|2019-09-19","GeoLocate|Bannon, Lee|2019-09-19","125|Bannon, Lee|2019-09-19"
"0002444MOR","41.816336999999997|Bannon, Lee|2019-10-24","-88.037441000000001|Bannon, Lee|2019-10-24","WGS84|Bannon, Lee|2019-10-24","Louise & Lee|Bannon, Lee|2019-10-24","based on collectors description|Bannon, Lee|2019-10-24","GeoLocate|Bannon, Lee|2019-10-24","205|Bannon, Lee|2019-10-24"
"0002445MOR","41.818085000000004|Bannon, Lee|2019-09-26","-88.059231999999994|Bannon, Lee|2019-09-26","WGS84|Bannon, Lee|2019-09-26","Louise & Lee|Bannon, Lee|2019-09-26","based on collectors description|Bannon, Lee|2019-09-26","GeoLocate|Bannon, Lee|2019-09-26","205|Bannon, Lee|2019-09-26"
"0002446MOR","41.820301999999998|Bannon, Lee|2019-09-19","-88.071634000000003|Bannon, Lee|2019-09-19","WGS84|Bannon, Lee|2019-09-19","Louise & Lee|Bannon, Lee|2019-09-19","based on collectors description|Bannon, Lee|2019-09-19","GeoLocate|Bannon, Lee|2019-09-19","98|Bannon, Lee|2019-09-19"
"0002449MOR","41.889358000000001|Bannon, Lee|2019-06-27","-88.218649999999997|Bannon, Lee|2019-06-27","WGS84|Bannon, Lee|2019-06-27","Louise & Lee|Bannon, Lee|2019-06-27","based on collectors description|Bannon, Lee|2019-06-27","GeoLocate|Bannon, Lee|2019-06-27","403|Bannon, Lee|2019-06-27"
"0002469MOR","41.816360000000003|Bannon, Lee|2019-09-19","-88.038320999999996|Bannon, Lee|2019-09-19","WGS84|Bannon, Lee|2019-09-19","Louise & Lee|Bannon, Lee|2019-09-19","based on collectors description|Bannon, Lee|2019-09-19","GeoLocate|Bannon, Lee|2019-09-19","207|Bannon, Lee|2019-09-19"
"0002470MOR","41.814649000000003|Bannon, Lee|2019-09-26","-88.048040999999998|Bannon, Lee|2019-09-26","WGS84|Bannon, Lee|2019-09-26","Louise & Lee|Bannon, Lee|2019-09-26","based on collectors description|Bannon, Lee|2019-09-26","GeoLocate|Bannon, Lee|2019-09-26","101|Bannon, Lee|2019-09-26"
"0002501MOR","41.769354|Bannon, Lee|2019-10-03","-87.959740999999994|Bannon, Lee|2019-10-03","WGS84|Bannon, Lee|2019-10-03","Louise & Lee|Bannon, Lee|2019-10-03","based on collectors description|Bannon, Lee|2019-10-03","GeoLocate|Bannon, Lee|2019-10-03","104|Bannon, Lee|2019-10-03"
"0002530MOR","41.778894999999999|Bannon, Lee|2019-09-19","-88.088464999999999|Bannon, Lee|2019-09-19","WGS84|Bannon, Lee|2019-09-19","Louise & Lee|Bannon, Lee|2019-09-19","based on collectors description|Bannon, Lee|2019-09-19","GeoLocate|Bannon, Lee|2019-09-19","199|Bannon, Lee|2019-09-19"
"0002567MOR","41.814545000000003|Bannon, Lee|2019-09-26","-88.048332000000002|Bannon, Lee|2019-09-26","WGS84|Bannon, Lee|2019-09-26","Louise & Lee|Bannon, Lee|2019-09-26","based on collectors description|Bannon, Lee|2019-09-26","GeoLocate|Bannon, Lee|2019-09-26","153|Bannon, Lee|2019-09-26"
"0002568MOR","41.786907999999997|Bannon, Lee|2019-09-19","-87.955406999999994|Bannon, Lee|2019-09-19","WGS84|Bannon, Lee|2019-09-19","Louise & Lee|Bannon, Lee|2019-09-19","based on collectors description|Bannon, Lee|2019-09-19","GeoLocate|Bannon, Lee|2019-09-19","201|Bannon, Lee|2019-09-19"
"0002594MOR","41.692490999999997|Bannon, Lee|2019-08-08","-87.972370999999995|Bannon, Lee|2019-08-08","WGS84|Bannon, Lee|2019-08-08","Louise & Lee|Bannon, Lee|2019-08-08","based on collectors description|Bannon, Lee|2019-08-08","GeoLocate|Bannon, Lee|2019-08-08","190|Bannon, Lee|2019-08-08"
"0002599MOR","41.815376999999998|Bannon, Lee|2019-10-03","-88.046736999999993|Bannon, Lee|2019-10-03","WGS84|Bannon, Lee|2019-10-03","Louise & Lee|Bannon, Lee|2019-10-03","based on collectors description|Bannon, Lee|2019-10-03","GeoLocate|Bannon, Lee|2019-10-03","203|Bannon, Lee|2019-10-03"
"0002601MOR","41.815240000000003|Bannon, Lee|2019-09-26","-88.054070999999993|Bannon, Lee|2019-09-26","WGS84|Bannon, Lee|2019-09-26","Louise & Lee|Bannon, Lee|2019-09-26","based on collectors description|Bannon, Lee|2019-09-26","GeoLocate|Bannon, Lee|2019-09-26","200|Bannon, Lee|2019-09-26"
"0002634MOR","41.815075999999998|Bannon, Lee|2019-09-26","-88.079122999999996|Bannon, Lee|2019-09-26","WGS84|Bannon, Lee|2019-09-26","Louise & Lee|Bannon, Lee|2019-09-26","based on collectors description|Bannon, Lee|2019-09-26","GeoLocate|Bannon, Lee|2019-09-26","150|Bannon, Lee|2019-09-26"
