"","decimallatitude","decimallongitude","geodeticdatum","georeferencedby","georeferenceremarks","georeferencesources","coordinateuncertaintyinmeters","MatchGUID"
"0068307MOR","41.84367","-89.957352","WGS84","Louise and Lee","based on collectors description","GeoLocate","190","4b6d05d3-5eb5-4d8c-83c4-8a2aaa370949"
"0068308MOR","41.898694","-89.869506","WGS84","Louise and Lee","based on collectors description","GeoLocate","212","a8e56ec8-ef42-4c6b-addc-2c362f895296"
"0068309MOR","42.279522","-89.370506","WGS84","Louise and Lee","based on collectors description","GeoLocate","164","05834dae-24f4-4702-8c2c-a339c271da68"
"0068310MOR","40.768941","-89.491783","WGS84","Louise and Lee","based on collectors description","GeoLocate","215","7a36c2c7-2d37-4e03-ad11-b2f84e75d40d"
"0068324MOR","42.424669","-84.041222","WGS84","Louise & Lee","based on Collectors description","GeoLocate","201","225188f8-603c-4079-bfe3-10419d1db272"
"0068329MOR","39.964606","-95.228999","WGS84","Louise & Lee","based on Collectors description","GeoLocate","1924","f96f1102-bfc5-4a44-86d2-6b18d4434172"
"0068330MOR","37.144941","-94.463031","WGS84","Louise & Lee","based on Collectors description","GeoLocate","2025","44a32338-32b4-4700-a116-ed7630aa66f9"
"0068331MOR","37.176567","-94.310395","WGS84","Louise & Lee","based on Collectors description","GeoLocate","2068","27878d34-5b09-4ad8-ab76-10f91a66fdc9"
"0068332MOR","37.085305","-94.513742","WGS84","Louise & Lee","based on Collectors description","GeoLocate","2028","e427dc3d-7e73-4334-aaed-08baba39dfa9"
"0068333MOR","38.260519","-90.623655","WGS84","Louise & Lee","based on Collectors description","GeoLocate","225","38aab803-7bdd-4c7b-bcc5-0ebefb9a30e1"
"0068334MOR","36.85012","-89.901275","WGS84","Louise & Lee","based on Collectors description","GeoLocate","198","2b8fda32-c93d-43e8-99ee-83e9dd99af5a"
"0068336MOR","38.889852","-94.531411","WGS84","Louise & Lee","based on Collectors description","GeoLocate","2002","65e246bc-4f91-48e7-8fb3-cf5248894c79"
"0068337MOR","39.005928","-94.12915","WGS84","Louise & Lee","based on Collectors description","GeoLocate","2041","a765cd9a-8b6c-4022-94b4-978dcd215fc5"
"0068345MOR","34.881109","-99.301453","WGS84","Louise & Lee","based on collectors description","GeoLocate","1034","eb132636-c6cb-439c-8a83-d07c30fa173c"
"0068371MOR","40.554928","-122.231271","WGS84","Louise & Lee","based on collectors description","GeoLocate","199","e8279275-a9f4-4d69-88f7-ebe02f8fb263"
"0068372MOR","37.893255","-122.243533","WGS84","Louise & Lee","based on collectors description","GeoLocate","120","6e990d4f-5238-45b2-8c38-c8d17ecfb5d3"
"0068373MOR","26.623328","111.213733","WGS84","Louise & Lee","based on collectors description","GeoLocate","1957","08312860-240a-4b84-873a-93eb41178859"
"0068376MOR","18.712067","108.828032","WGS84","Louise & Lee","based on collectors description","GeoLocate","2068","b73cd4ba-cd0a-4fc2-957b-48dd5cfce192"
"0068377MOR","34.903625","-99.30904","WGS84","Louise & Lee","based on collectors description","GeoLocate","230","f914821a-2215-40aa-962b-05ef50f44cc0"
"0068378MOR","34.899746","-99.324158","WGS84","Louise & Lee","based on collectors description","GeoLocate","2023","4613e80e-e8c9-4d3a-9be5-8a334d35a659"
"0068379MOR","34.899746","-99.324158","WGS84","Louise & Lee","based on collectors description","GeoLocate","2023","8232ddce-3d8d-42e4-a340-3c92d924f213"
"0068380MOR","29.423397","-98.493625","WGS84","Louise & Lee","based on collectors description","GeoLocate","1976","9e2e375f-fdd1-41d6-b726-c36f5e434c56"
"0068382MOR","14.546096","-90.327405","WGS84","Louise & Lee","based on collectors description","GeoLocate","1996","efc409b9-22ef-4666-8406-1eb316c5819e"
"0068383MOR","34.91726","135.612111","WGS84","Louise & Lee","based on collectors description","GeoLocate","204","c2695db6-ca30-4dfe-92b9-b632ecd8a54b"
"0068384MOR","35.233613","135.893134","WGS84","Louise & Lee","based on collectors description","GeoLocate","2128","9eeaa024-d128-4a48-a200-164eb2e1b430"
"0068388MOR","35.48637","110.413407","WGS84","Louise & Lee","based on collectors description","GeoLocate","1999","e5a74710-54a0-4097-b9d6-7c228452b69a"
"0068392MOR","33.926146","104.521122","WGS84","Louise & Lee","based on collectors description","GeoLocate","2043","b866cb0a-ff9e-4eae-bb05-d87c055ae291"
"0068393MOR","42.08588","-123.644312","WGS84","Louise & Lee","based on collectors description","GeoLocate","1781","0727c996-6350-4eb0-9fd2-614ef4f3733d"
"0068394MOR","34.037129","-86.055969","WGS84","Louise & Lee","based on collectors description","GeoLocate","1876","4b280a62-cfda-4e35-b455-1e7bebb1c296"
"0068395MOR","42.203657","-123.704768","WGS84","Louise & Lee","based on collectors description","GeoLocate","1969","809c43cc-e606-4dc0-be05-45307d79e058"
"0068413MOR","43.396611","-89.769525","WGS84","Louise & Lee","based on Collectors description","GeoLocate","236","1d32b069-05ae-44eb-833d-a6b3ec630c90"
"0068414MOR","43.03672","-89.438507","WGS84","Louise & Lee","based on Collectors description","GeoLocate","215","3771031c-6900-46cf-aff9-73f42a5f8910"
"0068415MOR","43.107891","-90.720804","WGS84","Louise & Lee","based on Collectors description","GeoLocate","219","dcdd6c36-2941-45f7-ac54-52323fb8d7e6"
"0068416MOR","43.108831","-90.713036","WGS84","Louise & Lee","based on Collectors description","GeoLocate","198","417d8dcb-daa6-49a4-8788-c8829c66f510"
"0068417MOR","43.069013","-90.102998","WGS84","Louise & Lee","based on Collectors description","GeoLocate","212","7bf252ae-4f61-4e50-895f-0c2292763b4c"
"0068418MOR","43.104467","-90.749381","WGS84","Louise & Lee","based on Collectors description","GeoLocate","942","d836c33e-3b40-48a7-a7f8-0f14ba631a5d"
"0068419MOR","43.064454","-89.949496","WGS84","Louise & Lee","based on Collectors description","GeoLocate","206","1b922fb2-fd10-464c-a551-c9f47712efbd"
"0068448MOR","36.003217","-78.943051","WGS84","Louise & Lee","based on Collectors description","GeoLocate","149","2b160938-e643-42d8-9bb1-2587cb5bf50f"
"0068449MOR","34.445813","-93.105133","WGS84","Louise & Lee","based on collectors description","GeoLocate","1966","48b7e6ca-0d24-4d13-aad4-565225084977"
"0068450MOR","37.124493","-89.226719","WGS84","Louise and Lee","based on collectors description","GeoLocate","217","6050591b-17b9-4138-b666-dd38663883a7"
"0068451MOR","37.122294","-89.140792","WGS84","Louise and Lee","based on collectors description","GeoLocate","211","3450ca42-1236-405b-8bb5-c9501594bb75"
"0068454MOR","34.461794","-93.04462","WGS84","Louise & Lee","based on collectors description","GeoLocate","2043","d132a3e2-a45f-4fee-8843-9f7cca45a8a6"
"0068455MOR","31.517279","-85.696187","WGS84","Louise & Lee","based on collectors description","GeoLocate","693","42508448-1b6f-4ca5-b349-e0ffa8c14716"
"0068456MOR","31.209705","-85.354766","WGS84","Louise & Lee","based on collectors description","GeoLocate","226","661c22c5-0158-4638-a6ee-f85aa591e7e8"
"0068457MOR","51.111452","17.034405","WGS84","Louise & Lee","based on collectors description","GeoLocate","2072","1e0fef89-4427-4b3c-868a-65d64f5b3b90"
"0068458MOR","40.103643","-88.21227","WGS84","Louise & Lee","based on collectors description","GeoLocate","98","6f2f3f6c-fc0a-4a05-9d0d-d9e30bf84810"
"0068460MOR","34.461794","-93.04462","WGS84","Louise & Lee","based on collectors description","GeoLocate","2020","66a9baf0-8bb2-46fa-b3ac-0a15d59091b6"
"0068461MOR","51.111469","17.034398","WGS84","Louise & Lee","based on collectors description","GeoLocate","2022","ffb5170f-8c2d-4619-88ac-c9c36bebf405"
"0068462MOR","51.111457","17.034411","WGS84","Louise & Lee","based on collectors description","GeoLocate","1997","d1571f1b-b0ab-41f8-b41d-c88d67b64f04"
"0068466MOR","34.466825","-93.117437","WGS84","Louise & Lee","based on collectors description","GeoLocate","2050","8fd031fa-ba2e-4ed2-bc94-a04d6216018c"
"0068484MOR","47.529763","19.394458","WGS84","Louise & Lee","based on collectors description","GeoLocate","2011","454137cf-641f-4962-8bcc-68fe642f38fa"
"0068490MOR","46.074761","23.577099","WGS84","Louise & Lee","based on collectors description","GeoLocate","1878","54660f1d-34f5-444a-886f-63b11e92ff8f"
"0068502MOR","46.072847","23.575189","WGS84","Louise & Lee","based on collectors description","GeoLocate","2117","7d027552-e2e6-4086-8505-d32e82663695"
"0068513MOR","30.228537","-88.023053","WGS84","Louise & Lee","based on collectors description","GeoLocate","1027","914d96e9-cc85-4278-a72a-f18f25799622"
"0068514MOR","30.625679","-87.021133","WGS84","Louise & Lee","based on collectors description","GeoLocate","1013","719243c4-972b-4af9-a10d-7e1f9cd80665"
"0068515MOR","31.940613","-81.513323","WGS84","Louise & Lee","based on collectors description","GeoLocate","1497","be1840cf-2c6e-4864-8dcc-779173edf338"
"0068516MOR","29.177206","-81.770419","WGS84","Louise & Lee","based on collectors description","GeoLocate","98","58ab44e1-bd9b-4d6d-9d70-31ee82ea92ef"
"0068518MOR","25.211178","110.188628","WGS84","Louise & Lee","based on collectors description","GeoLocate","2653","7ea7fbeb-9195-4bd8-a744-8ae59879fce3"
"0068520MOR","29.55","115.966667","WGS84","Louise & Lee","based on collectors description","GeoLocate","1959","0e886c70-565e-475e-9ec7-bd0653abc826"
"0068524MOR","41.897326","-88.167494","WGS84","Kate Lueders","Based on collector description","GeoLocate","1666","e93c8f56-7054-45d0-8e3c-51986e47d102"
"0068585MOR","27.759526","118.061104","WGS84","Louise & Lee","based on collectors description","GeoLocate","2041","c769801e-0bf8-4be2-9e88-fd7a4f5fab65"
"0068586MOR","25.346783","-100.281313","WGS84","Louise & Lee","based on Collectors description","GeoLocate","2045","6abb1656-cef7-49c4-b414-862e9959f9c0"
"0068587MOR","30.655901","-86.970483","WGS84","Louise & Lee","based on collectors description","GeoLocate","600","5fc160bd-e8f5-49fa-bb84-c23c7f888e94"
"0068588MOR","30.182249","-84.984253","WGS84","Louise & Lee","based on collectors description","GeoLocate","10032","4524c2fb-18af-48d7-8c5c-a1c09458647b"
"0068590MOR","26.761305","128.221953","WGS84","Louise & Lee","based on collectors description","GeoLocate","2028","038b1e65-ba53-491b-84fa-4f1e46597347"
"0068591MOR","35.157539","-107.656998","WGS84","Louise & Lee","based on collectors description","GeoLocate","1506","5175d11b-ce30-4f48-9998-a3ff371cb191"
"0068592MOR","31.357097","-108.756435","WGS84","Louise & Lee","based on collectors description","GeoLocate","1994","60304aa6-40da-4add-8ba2-35cd2b0f49d9"
"0068594MOR","30.928758","-103.813516","WGS84","Louise & Lee","based on collectors description","GeoLocate","1506","c8c2197e-410c-41fb-b74f-dc51cc03f47e"
"0068595MOR","34.28374","-79.757119","WGS84","Louise & Lee","based on Collectors description","GeoLocate","1510","1c3c1f32-a9b1-4ea7-a8b0-a8e968749a95"
"0068596MOR","30.628182","-104.188698","WGS84","Louise & Lee","based on collectors description","GeoLocate","2059","d4ed66b2-dd1c-4215-a0cf-11794e2165d5"
"0068598MOR","25.347706","-100.280631","WGS84","Louise & Lee","based on Collectors description","GeoLocate","2024","d31edc07-9871-41e9-ac7e-329596f4cb12"
"0068599MOR","14.609379","-90.656509","WGS84","Louise & Lee","based on collectors description","GeoLocate","51","b323d8d6-71b8-4c19-8057-ab6d2fb2b582"
"0068600MOR","31.979282","-104.75467","WGS84","Louise & Lee","based on collectors description","GeoLocate","1506","bffd8188-5004-4b25-a10b-85bb04fbd29d"
"0068602MOR","36.213316","-112.036557","WGS84","Louise & Lee","based on collectors description","GeoLocate","1215","bdbe1695-8d9c-4be2-9d75-047e784798f9"
"0068603MOR","33.947346","-83.367432","WGS84","Louise & Lee","based on collectors description","GeoLocate","476","0226cf55-3330-4ec8-93bb-29750852369a"
"0068604MOR","39.480555","-89.425405","WGS84","Louise and Lee","based on collectors description","GeoLocate","210","e460bf41-9ed2-4a2f-b3a4-db759830d000"
"0068605MOR","40.548223","-89.897074","WGS84","Louise and Lee","based on collectors description","GeoLocate","193","7d2caf64-5172-4ef8-85da-531d0308d703"
"0068627MOR","40.145214","-87.742999","WGS84","Louise and Lee","based on collectors description","GeoLocate","188","9c8ec550-a76b-4a08-bee2-e952043cf0b6"
"0068629MOR","32.409984","-110.715255","WGS84","Louise & Lee","based on collectors description","GeoLocate","1970","fa2e3aa9-89d5-433f-8ddc-fda5e32d4b00"
"0068632MOR","32.69049","-82.499485","WGS84","Louise & Lee","based on collectors description","GeoLocate","210","f323d54f-af58-4b6d-91ff-55d334c78085"
"0068635MOR","33.955025","-83.374548","WGS84","Louise & Lee","based on collectors description","GeoLocate","219","1a02a59e-0c63-4e01-8694-b58b68ea24d0"
"0068636MOR","37.259246","-89.282251","WGS84","Louise and Lee","based on collectors description","GeoLocate","211","6c47e3fb-35dc-4b7a-9d2a-7576f4ad27f9"
"0068638MOR","40.076163","-90.945434","WGS84","Louise and Lee","based on collectors description","GeoLocate","206","dc42bd51-1c7a-4d5b-812f-3184d2c7fa48"
"0068639MOR","33.592801","-105.26523","WGS84","Louise & Lee","based on collectors description","GeoLocate","204","6e8542ce-bd6e-4a5e-a063-0255fe323970"
"0068641MOR","34.85481","-111.765453","WGS84","Louise & Lee","based on collectors description","GeoLocate","2023","7b64f782-a4b4-489b-a465-e2f22c1442d4"
"0068642MOR","14.639158","-90.609863","WGS84","Louise & Lee","based on collectors description","GeoLocate","211","4bfb4ce7-8624-4366-b0d2-8514a73deedd"
"0068643MOR","18.730235","108.793896","WGS84","Louise & Lee","based on collectors description","GeoLocate","2026","80fd16b5-be04-42bb-a4d5-14cc7c87dc1b"
"0068645MOR","32.411699","-100.370147","WGS84","Louise & Lee","based on collectors description","GeoLocate","1973","2ac5123e-1c32-4491-92f2-4c602c2e75e5"
"0068646MOR","32.443131","-110.78843","WGS84","Louise & Lee","based on collectors description","GeoLocate","2081","e0fbf597-bdfe-4926-a553-1a0aae098f96"
"0068652MOR","33.797063","-94.060192","WGS84","Louise & Lee","based on collectors description","GeoLocate","2005","d4b71792-bc66-4037-96e8-d6084c942094"
"0068653MOR","33.843492","104.494343","WGS84","Louise & Lee","based on collectors description","GeoLocate","2043","6e349a3e-7e8c-4d23-afcd-c6a0c8079c01"
"0068654MOR","42.200016","-123.682769","WGS84","Louise & Lee","based on collectors description","GeoLocate","2013","111ada25-a79a-497c-bf7f-87ff99532bfe"
"0068657MOR","42.08588","-123.644312","WGS84","Louise & Lee","based on collectors description","GeoLocate","1781","23af4ff5-14a6-42f2-9d09-2a6194a61c30"
"0068658MOR","24.582229","-98.942077","WGS84","Louise & Lee","based on Collectors description","GeoLocate","2019","89d29a11-22d1-48bc-bf33-a267a23bd143"
"0068659MOR","29.220887","-103.316218","WGS84","Louise & Lee","based on collectors description","GeoLocate","3036","58791e24-6eb0-4a05-a3f2-40a8f43e4166"
"0068660MOR","29.708755","-101.350661","WGS84","Louise & Lee","based on collectors description","GeoLocate","2005","3afdad45-e031-4998-b39e-ee338f9ead69"
"0068661MOR","30.690336","-101.65382","WGS84","Louise & Lee","based on collectors description","GeoLocate","2006","d6c0e46e-4fdf-4205-aed7-7fdd8e366c84"
"0068663MOR","25.413903","-99.559067","WGS84","Louise & Lee","based on Collectors description","GeoLocate","2035","1d9c5c2b-b2c9-4797-a8aa-893eb795019a"
"0068664MOR","28.180881","-108.356747","WGS84","Louise & Lee","based on Collectors description","GeoLocate","2018","72dd0a16-4f4f-4a71-a980-ffeb6601000e"
"0068665MOR","37.893255","-122.243533","WGS84","Louise & Lee","based on collectors description","GeoLocate","120","fac6e2a8-16d2-4cc7-82b0-87e9e9097cc6"
"0068668MOR","35.266719","-82.315578","WGS84","Louise & Lee","based on Collectors description","GeoLocate","202","ee49301c-0e18-482e-8e44-0de669443762"
"0068669MOR","40.014281","-95.36135","WGS84","Louise & Lee","based on collectors description","GeoLocate","1279","c46c3916-dfca-45d9-b56d-acc9df2d7212"
"0068675MOR","34.700678","-95.325644","WGS84","Louise & Lee","based on collectors description","GeoLocate","569","b7cd9b0f-de6f-4fe1-bc3d-d9b524d6bc42"
"0068676MOR","34.982391","-95.351388","WGS84","Louise & Lee","based on collectors description","GeoLocate","1049","012d06bb-402b-4ca1-a8c1-78f84a7fb759"
"0068677MOR","43.251405","-81.828945","WGS84","Louise & Lee","based on collectors description","GeoLocate","981","17df9934-30fb-4b1f-9405-ff3d53c8b05c"
"0068727MOR","34.745659","-98.529236","WGS84","Louise & Lee","based on collectors description","GeoLocate","399","1a1fff1e-77b1-43e5-8915-d53cadd59713"
"0068728MOR","34.736247","-98.53503","WGS84","Louise & Lee","based on collectors description","GeoLocate","609","a2ff1abb-a5f9-406b-bc39-3dfa391e8e06"
"0068729MOR","35.144602","-93.54602","WGS84","Louise & Lee","based on collectors description","GeoLocate","1972","bd564bd1-9447-4ea5-aa66-11127cb4970c"
"0068730MOR","30.496575","-86.423748","WGS84","Louise & Lee","based on collectors description","GeoLocate","211","928fd063-2876-4bff-8132-1aa9896ddb19"
"0068731MOR","33.679878","-93.166081","WGS84","Louise & Lee","based on collectors description","GeoLocate","111","8de98580-4230-4a2b-86d4-8e49fa0d8a0e"
"0068732MOR","33.679795","-93.165986","WGS84","Louise & Lee","based on collectors description","GeoLocate","104","959a888f-5c42-403d-b563-c620bf2b26c5"
"0068733MOR","32.032732","-81.594049","WGS84","Louise & Lee","based on collectors description","GeoLocate","2066","ee4039e7-e1d4-4ac6-aafd-5e0f826b0ca4"
"0068734MOR","31.382609","-87.973566","WGS84","Louise & Lee","based on collectors description","GeoLocate","535","87030d30-bf76-4040-b5db-c2a63c67b50e"
"0068735MOR","39.899208","-75.354995","WGS84","Louise & Lee","based on Collectors description","GeoLocate","58","09c12d8e-b1a2-4ba4-ad9d-80e29d20b8b8"
"0068736MOR","32.373219","-85.036911","WGS84","Louise & Lee","based on collectors description","GeoLocate","1020","088c7ef4-4c74-4e32-b12a-52f12f736c80"
"0068737MOR","33.822537","-85.73302","WGS84","Louise & Lee","based on collectors description","GeoLocate","810","2191575e-dae4-4b4a-bda5-f2b70b5864a4"
"0068738MOR","31.103804","-88.216279","WGS84","Louise & Lee","based on collectors description","GeoLocate","248","2b0d59d5-28b9-4dc7-bbc8-8dd62881f379"
"0068739MOR","42.162043","-71.210609","WGS84","Louise & Lee","based on collectors description","GeoLocate","1996","06626561-9e26-4fd5-9ad0-df355f2fac9d"
"0068740MOR","42.162043","-71.210609","WGS84","Louise & Lee","based on collectors description","GeoLocate","1996","59d67448-1349-4187-9822-aa9abe16f3f3"
"0068742MOR","34.522836","-93.036581","WGS84","Louise & Lee","based on collectors description","GeoLocate","413","35d16612-3439-4090-826a-fa40c103fb32"
"0068743MOR","34.522836","-93.036581","WGS84","Louise & Lee","based on collectors description","GeoLocate","413","fd295556-ab24-4413-ae5b-f2a1afbf4fdd"
"0068745MOR","25.355425","-100.917314","WGS84","Louise & Lee","based on Collectors description","GeoLocate","2050","c8dc9fc2-5455-41b1-bcc9-bfd8e40c12b5"
"0068746MOR","35.776876","-103.795736","WGS84","Louise & Lee","based on collectors description","GeoLocate","2059","03a6d116-46fd-49e0-90ec-432134049767"
"0068747MOR","30.532498","-96.693309","WGS84","Louise & Lee","based on collectors description","GeoLocate","2037","644153a5-d8cc-4f06-833d-977918afce48"
"0068748MOR","30.532498","-96.693309","WGS84","Louise & Lee","based on collectors description","GeoLocate","2037","6226b059-2ac2-4193-a638-00f116c4cb1f"
"0068749MOR","31.700046","-99.016997","WGS84","Louise & Lee","based on collectors description","GeoLocate","2009","ec7dd6b1-955f-41bd-8598-c403f6814bd0"
"0068750MOR","31.698878","-99.020086","WGS84","Louise & Lee","based on collectors description","GeoLocate","2006","0a5c8c46-5e03-4498-b585-7b1323cdeb2a"
"0068751MOR","35.172118","-93.645393","WGS84","Louise & Lee","based on collectors description","GeoLocate","2058","93c897f5-a0b6-43d3-9a03-a8a18fe36d5b"
"0068752MOR","37.654339","-90.687998","WGS84","Louise & Lee","based on Collectors description","GeoLocate","392","891521e2-3285-4aac-a034-f7a26428a2b1"
"0068756MOR","38.999326","-94.525116","WGS84","Louise & Lee","based on Collectors description","GeoLocate","367","fedcf447-781e-4abc-8957-8c273a57974f"
"0068757MOR","42.27618","-71.090672","WGS84","Louise & Lee","based on collectors description","GeoLocate","1993","039ec2f9-e074-44d1-887f-1fde270d8421"
"0068758MOR","41.671388","-70.338962","WGS84","Louise & Lee","based on collectors description","GeoLocate","2018","d70a5972-9b9d-403c-985b-200cb583e790"
"0068763MOR","34.436679","-86.592366","WGS84","Louise & Lee","based on collectors description","GeoLocate","506","50898456-c426-4b35-8494-c53614b7cc41"
"0068764MOR","33.908642","-87.256219","WGS84","Louise & Lee","based on collectors description","GeoLocate","2065","efe1ffc7-d0e3-4c0b-842b-0178065ddc71"
"0068769MOR","33.614565","-93.813516","WGS84","Louise & Lee","based on collectors description","GeoLocate","2049","b9d4cfc0-acd0-4994-ab49-5579a40b3f13"
"0068770MOR","39.056735","-94.578546","WGS84","Louise & Lee","based on Collectors description","GeoLocate","507","aac04eba-5abc-4c6c-854a-444e2dc0f062"
"0068776MOR","33.614565","-93.813516","WGS84","Louise & Lee","based on collectors description","GeoLocate","2049","1e1465f4-a662-4b32-9c17-6c8cbc79521c"
"0068779MOR","31.478839","-86.264098","WGS84","Louise & Lee","based on collectors description","GeoLocate","1033","c1ea1766-9c49-4252-941d-818623f81a55"
"0068780MOR","37.893125","-122.243415","WGS84","Louise & Lee","based on collectors description","GeoLocate","120","030faf44-b904-4f82-9f12-e1c0751b4fef"
"0068781MOR","32.490465","-92.112116","WGS84","Louise & Lee","based on Collectors description","GeoLocate","204","37722c57-b405-4e5a-9b36-d43b5007241c"
"0068782MOR","40.795232","-85.205136","WGS84","Louise & Lee","based on Collectors description","GeoLocate","198","fd4634e2-fa7d-42b5-a251-28970377c266"
"0068783MOR","40.758328","-85.168392","WGS84","Louise & Lee","based on Collectors description","GeoLocate","2008","5c5a2ab6-5494-4dfc-b056-0fd9bca7d2e9"
"0068784MOR","35.93643","-98.425075","WGS84","Louise & Lee","based on collectors description","GeoLocate","1799","89d56214-4bd0-416f-a7a5-9924c8e5d701"
"0068785MOR","38.995562","-94.522732","WGS84","Louise & Lee","based on Collectors description","GeoLocate","1464","8b5cc677-56c4-4a99-8e10-cb1c2951a975"
"0068787MOR","38.729584","-88.084479","WGS84","Louise & Lee","based on Collectors description","GeoLocate","2037","7d6242b8-85e2-4450-9acc-36f1349880e9"
"0068788MOR","37.063335","-89.2156","WGS84","Louise & Lee","based on Collectors description","GeoLocate","1994","f4c5d278-c7c3-4756-a558-a960006d27d2"
"0068789MOR","37.122294","-89.140792","WGS84","Louise and Lee","based on collectors description","GeoLocate","227","a7bb49df-a3b5-4ba9-9fd5-25856a8e7806"
"0068790MOR","34.756308","-96.070064","WGS84","Louise & Lee","based on collectors description","GeoLocate","2085","1f090978-2b56-4aa8-9360-00c55cfda6e4"
"0068791MOR","33.045695","-92.131815","WGS84","Louise & Lee","based on collectors description","GeoLocate","1003","d0ea6760-97df-464b-8c10-83e3f176e82e"
"0068792MOR","33.665146","-93.859053","WGS84","Louise & Lee","based on collectors description","GeoLocate","2021","b7aa5d6f-8dab-4020-82a9-ce3ee0ed6294"
"0068793MOR","33.614565","-93.813516","WGS84","Louise & Lee","based on collectors description","GeoLocate","2049","ab77f8a1-f148-4254-ae09-845ab5c807d1"
"0068794MOR","31.693628","-93.249935","WGS84","Louise & Lee","based on Collectors description","GeoLocate","206","13fc46ae-5fa8-4f6c-a10d-65e6383d78dd"
"0068795MOR","31.693628","-93.249935","WGS84","Louise & Lee","based on Collectors description","GeoLocate","206","305be3f2-45d4-47b6-8c97-e1b0c71c4ffe"
"0068796MOR","37.125051","-89.139674","WGS84","Louise and Lee","based on collectors description","GeoLocate","214","130c9437-f31a-4c79-8fb2-17d56db7a7fc"
"0068797MOR","30.393032","-86.964765","WGS84","Louise & Lee","based on collectors description","GeoLocate","2078","854bd128-33ee-4352-b8dd-fe38ac59e07f"
"0068798MOR","34.919736","-88.048524","WGS84","Louise & Lee","based on collectors description","GeoLocate","210","1602ceeb-8cde-4e91-b0c2-cab776ceabea"
"0068799MOR","35.170153","-93.662902","WGS84","Louise & Lee","based on collectors description","GeoLocate","2034","81369c4f-45d5-4fd5-bdec-8a1d94d6337c"
"0068948MOR","42.30982","-71.12033","WGS84","Louise & Lee","based on collectors description","GeoLocate","1079","8b21e849-60e3-463a-8c97-9a3d04837522"
"0068951MOR","37.704867","112.452213","WGS84","Louise & Lee","based on collectors description","GeoLocate","227","83c72a28-d236-422f-9632-8c05e931491a"
"0068953MOR","35.944044","-83.958569","WGS84","Louise & Lee","based on collectors description","GeoLocate","57","9323b202-60e4-4ba9-8bfb-98fdf6515d4c"
"0068954MOR","51.309705","17.062473","WGS84","Louise & Lee","based on collectors description","GeoLocate","1030","bcc1b0ca-24f4-4a6e-9408-3124c2406976"
"0068955MOR","42.308231","-71.120277","WGS84","Louise & Lee","based on collectors description","GeoLocate","1005","1f8683ac-42be-4ea7-a6b2-6187e0ab906e"
"0069010MOR","39.002731","-77.081538","WGS84","Louise & Lee","based on collectors description","GeoLocate","206","2d784281-f6ce-4686-b405-5a7a0cc50db5"
