"","decimallatitude","decimallongitude","geodeticdatum","georeferencedby","georeferenceremarks","georeferencesources","coordinateuncertaintyinmeters"
"0059429MOR","34.408554|Bannon, Lee|NA","-97.155231|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","3701|Bannon, Lee|NA"
"0059431MOR","31.701434|Bannon, Lee|NA","-98.994251|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1958|Bannon, Lee|NA"
"0059433MOR","41.825505|Lueders, Kate|NA","-88.006193|Lueders, Kate|NA","WGS84|Lueders, Kate|NA","Kate Lueders|Lueders, Kate|NA","Based on collector description|Lueders, Kate|NA","GeoLocate|Lueders, Kate|NA","568|Lueders, Kate|NA"
"0059435MOR","34.045144|Bannon, Lee|NA","-95.026204|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1990|Bannon, Lee|NA"
"0059436MOR","36.659244|Bannon, Lee|NA","-96.360738|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","210|Bannon, Lee|NA"
"0059441MOR","31.221387|Bannon, Lee|NA","-98.17234|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2099|Bannon, Lee|NA"
"0059442MOR","31.70932|Bannon, Lee|NA","-98.991161|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1995|Bannon, Lee|NA"
"0059443MOR","32.780283|Bannon, Lee|NA","-97.23481|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","210|Bannon, Lee|NA"
"0059444MOR","30.135927|Bannon, Lee|NA","-98.404393|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","967|Bannon, Lee|NA"
"0059445MOR","32.802885|Bannon, Lee|NA","-97.540797|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","266|Bannon, Lee|NA"
"0059446MOR","31.45443|Bannon, Lee|NA","-100.416532|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","210|Bannon, Lee|NA"
"0059448MOR","33.211192|Bannon, Lee|NA","-98.158656|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","199|Bannon, Lee|NA"
"0059449MOR","32.521461|Bannon, Lee|NA","-97.996602|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1484|Bannon, Lee|NA"
"0059450MOR","29.667645|Bannon, Lee|NA","-99.064205|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2001|Bannon, Lee|NA"
"0059451MOR","32.259682|Bannon, Lee|NA","-97.704606|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2031|Bannon, Lee|NA"
"0059452MOR","30.145053|Bannon, Lee|NA","-98.411035|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","205|Bannon, Lee|NA"
"0059453MOR","29.596694|Bannon, Lee|NA","-99.742861|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","602|Bannon, Lee|NA"
"0059463MOR","31.201503|Bannon, Lee|NA","-85.342777|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","196|Bannon, Lee|NA"
"0059514MOR","37.951026|Bannon, Lee|NA","-89.896165|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","229|Bannon, Lee|NA"
"0059515MOR","37.703406|Bannon, Lee|NA","-88.285856|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description/beleive in Gallatin cty|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","165|Bannon, Lee|NA"
"0059517MOR","37.38054|Bannon, Lee|NA","-88.665951|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","230|Bannon, Lee|NA"
"0059518MOR","37.764003|Bannon, Lee|NA","-89.334896|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2048|Bannon, Lee|NA"
"0059519MOR","39.029276|Bannon, Lee|NA","-89.800736|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","louise & lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","184|Bannon, Lee|NA"
"0059520MOR","39.029334|Bannon, Lee|NA","-89.800577|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","louise & lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","183|Bannon, Lee|NA"
"0059521MOR","39.029226|Bannon, Lee|NA","-89.799497|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","louise & lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","159|Bannon, Lee|NA"
"0059522MOR","40.854169|Bannon, Lee|NA","-90.978839|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description/conservation area listed as a state park|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","280|Bannon, Lee|NA"
"0059523MOR","40.854169|Bannon, Lee|NA","-90.978839|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description/conservation area listed as a state park|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","280|Bannon, Lee|NA"
"0059524MOR","41.021084|Bannon, Lee|NA","-90.930166|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","212|Bannon, Lee|NA"
"0059525MOR","40.425874|Bannon, Lee|NA","-89.779276|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2081|Bannon, Lee|NA"
"0059533MOR","34.622887|Bannon, Lee|NA","-87.604789|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2053|Bannon, Lee|NA"
"0059534MOR","33.539557|Bannon, Lee|NA","-87.6864|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2025|Bannon, Lee|NA"
"0059535MOR","34.3817|Bannon, Lee|NA","-87.743695|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2059|Bannon, Lee|NA"
"0059536MOR","32.186406|Bannon, Lee|NA","-85.237751|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1987|Bannon, Lee|NA"
"0059537MOR","34.406321|Bannon, Lee|NA","-87.728643|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1986|Bannon, Lee|NA"
"0059538MOR","33.938485|Bannon, Lee|NA","-87.69692|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description & old rt 78|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","705|Bannon, Lee|NA"
"0059547MOR","33.482162|Bannon, Lee|NA","-82.007549|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","112|Bannon, Lee|NA"
"0059548MOR","40.153127|Bannon, Lee|NA","-75.22054|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2067|Bannon, Lee|NA"
"0059549MOR","40.153127|Bannon, Lee|NA","-75.22054|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2067|Bannon, Lee|NA"
"0059550MOR","29.907959|Bannon, Lee|NA","-91.915889|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","191|Bannon, Lee|NA"
"0059551MOR","38.229793|Bannon, Lee|NA","-85.762185|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","204|Bannon, Lee|NA"
"0059552MOR","38.229793|Bannon, Lee|NA","-85.762185|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","204|Bannon, Lee|NA"
"0059553MOR","38.229793|Bannon, Lee|NA","-85.762185|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","204|Bannon, Lee|NA"
"0059562MOR","33.089781|Bannon, Lee|NA","-86.466437|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","210|Bannon, Lee|NA"
"0059563MOR","34.321074|Bannon, Lee|NA","-87.351761|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2116|Bannon, Lee|NA"
"0059564MOR","33.746893|Bannon, Lee|NA","-85.870028|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2020|Bannon, Lee|NA"
"0059565MOR","33.99189|Bannon, Lee|NA","-87.976254|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2008|Bannon, Lee|NA"
"0059566MOR","33.483316|Bannon, Lee|NA","-85.814063|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","140|Bannon, Lee|NA"
"0059567MOR","34.584011|Bannon, Lee|NA","-87.718974|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1941|Bannon, Lee|NA"
"0059568MOR","32.145751|Bannon, Lee|NA","-85.64553|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","201|Bannon, Lee|NA"
"0059569MOR","36.382887|Bannon, Lee|NA","-90.332203|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","996|Bannon, Lee|NA"
"0059577MOR","38.529532|Bannon, Lee|NA","-121.761546|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","211|Bannon, Lee|NA"
"0059580MOR","38.52933|Bannon, Lee|NA","-121.76455|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","207|Bannon, Lee|NA"
"0059583MOR","38.528961|Bannon, Lee|NA","-121.763563|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","207|Bannon, Lee|NA"
"0059584MOR","38.528927|Bannon, Lee|NA","-121.762232|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","193|Bannon, Lee|NA"
"0059585MOR","31.591708|Bannon, Lee|NA","-86.140337|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1980|Bannon, Lee|NA"
"0059586MOR","33.816388|Bannon, Lee|NA","-85.72434|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2031|Bannon, Lee|NA"
"0059587MOR","36.061692|Bannon, Lee|NA","-94.159829|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1945|Bannon, Lee|NA"
"0059588MOR","35.169472|Bannon, Lee|NA","-93.644996|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2006|Bannon, Lee|NA"
"0059589MOR","38.12596|Bannon, Lee|NA","-86.814462|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1239|Bannon, Lee|NA"
"0059590MOR","40.641764|Bannon, Lee|NA","-91.720387|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","908|Bannon, Lee|NA"
"0059591MOR","38.995562|Bannon, Lee|NA","-94.522732|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","929|Bannon, Lee|NA"
"0059592MOR","39.001673|Bannon, Lee|NA","-94.578567|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","168|Bannon, Lee|NA"
"0059593MOR","39.133313|Bannon, Lee|NA","-94.198483|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2016|Bannon, Lee|NA"
"0059594MOR","39.001673|Bannon, Lee|NA","-94.578567|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","168|Bannon, Lee|NA"
"0059598MOR","38.529532|Bannon, Lee|NA","-121.763605|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","199|Bannon, Lee|NA"
"0059600MOR","38.529263|Bannon, Lee|NA","-121.763005|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","212|Bannon, Lee|NA"
"0059601MOR","38.529129|Bannon, Lee|NA","-121.763005|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","193|Bannon, Lee|NA"
"0059644MOR","36.353863|Bannon, Lee|NA","-90.331002|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","999|Bannon, Lee|NA"
"0059645MOR","36.04321|Bannon, Lee|NA","-90.655751|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1010|Bannon, Lee|NA"
"0059646MOR","36.03856|Bannon, Lee|NA","-90.647898|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2039|Bannon, Lee|NA"
"0059647MOR","34.046302|Bannon, Lee|NA","-83.258835|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","210|Bannon, Lee|NA"
"0059648MOR","32.835131|Bannon, Lee|NA","-84.843597|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2073|Bannon, Lee|NA"
"0059687MOR","38.731844|Bannon, Lee|NA","-120.75939|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","152|Bannon, Lee|NA"
"0059688MOR","38.731794|Bannon, Lee|NA","-120.759411|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","153|Bannon, Lee|NA"
"0059689MOR","38.776557|Bannon, Lee|NA","-120.266654|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","996|Bannon, Lee|NA"
"0059690MOR","38.824862|Bannon, Lee|NA","-120.121425|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1055|Bannon, Lee|NA"
"0059693MOR","39.209731|Bannon, Lee|NA","-123.063022|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","90|Bannon, Lee|NA"
"0059694MOR","39.209731|Bannon, Lee|NA","-123.063022|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","90|Bannon, Lee|NA"
"0059695MOR","38.764663|Bannon, Lee|NA","-120.343687|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2004|Bannon, Lee|NA"
"0059696MOR","38.693927|Bannon, Lee|NA","-120.884205|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","301|Bannon, Lee|NA"
"0059697MOR","38.69288|Bannon, Lee|NA","-120.881823|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","500|Bannon, Lee|NA"
"0059703MOR","39.209731|Bannon, Lee|NA","-123.063022|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","90|Bannon, Lee|NA"
"0059704MOR","39.209731|Bannon, Lee|NA","-123.063022|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","90|Bannon, Lee|NA"
"0059719MOR","42.435977|Bannon, Lee|NA","-90.075141|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2086|Bannon, Lee|NA"
"0059720MOR","37.609351|Bannon, Lee|NA","-89.182407|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","187|Bannon, Lee|NA"
"0059726MOR","42.280331|Bannon, Lee|NA","-89.371922|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise and Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","207|Bannon, Lee|NA"
"0059764MOR","37.578241|Bannon, Lee|NA","-88.306008|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","193|Bannon, Lee|NA"
"0059765MOR","37.60896|Bannon, Lee|NA","-89.183222|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","217|Bannon, Lee|NA"
"0059775MOR","37.574992|Bannon, Lee|NA","-84.289748|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","125|Bannon, Lee|NA"
"0059776MOR","37.8221|Bannon, Lee|NA","-83.619418|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","614|Bannon, Lee|NA"
"0059777MOR","37.08558|Bannon, Lee|NA","-88.620647|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2003|Bannon, Lee|NA"
"0059778MOR","37.521245|Bannon, Lee|NA","-88.704392|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","200|Bannon, Lee|NA"
"0059779MOR","37.189166|Bannon, Lee|NA","-89.377484|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors descripton|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","218|Bannon, Lee|NA"
"0059780MOR","42.139062|Bannon, Lee|NA","-89.987965|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors descripton|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","189|Bannon, Lee|NA"
"0059781MOR","37.617085|Bannon, Lee|NA","-88.274123|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","514|Bannon, Lee|NA"
"0059787MOR","42.255585|Lueders, Kate|NA","-87.847835|Lueders, Kate|NA","WGS84|Lueders, Kate|NA","Kate Lueders|Lueders, Kate|NA","Based on collector description|Lueders, Kate|NA","GeoLocate|Lueders, Kate|NA","2912|Lueders, Kate|NA"
"0059793MOR","42.166137|Bannon, Lee|NA","-87.769787|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","186|Bannon, Lee|NA"
"0059798MOR","38.529062|Bannon, Lee|NA","-121.763434|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","193|Bannon, Lee|NA"
"0059800MOR","38.530337|Bannon, Lee|NA","-121.761374|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","194|Bannon, Lee|NA"
"0059801MOR","33.824566|Bannon, Lee|NA","-85.633175|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description/believe in Calhoun ty|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","180|Bannon, Lee|NA"
"0059802MOR","31.096928|Bannon, Lee|NA","-88.225895|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","190|Bannon, Lee|NA"
"0059803MOR","34.05336|Bannon, Lee|NA","-86.706299|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","223|Bannon, Lee|NA"
"0059804MOR","32.695752|Bannon, Lee|NA","-88.104734|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","229|Bannon, Lee|NA"
"0059805MOR","31.178838|Bannon, Lee|NA","-85.726211|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","210|Bannon, Lee|NA"
