"","decimallatitude","decimallongitude","geodeticdatum","georeferencedby","georeferenceremarks","georeferencesources","coordinateuncertaintyinmeters"
"0067379MOR","42.299153|Bannon, Lee|NA","-71.123023|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1290|Bannon, Lee|NA"
"0067380MOR","32.597083|Bannon, Lee|NA","-85.482573|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","84|Bannon, Lee|NA"
"0067381MOR","42.298709|Bannon, Lee|NA","-71.12783|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1290|Bannon, Lee|NA"
"0067382MOR","29.649085|Bannon, Lee|NA","-82.340774|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","70|Bannon, Lee|NA"
"0067383MOR","41.806298|Bannon, Lee|NA","-87.90628|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","210|Bannon, Lee|NA"
"0067400MOR","33.614565|Bannon, Lee|NA","-93.813516|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2032|Bannon, Lee|NA"
"0067401MOR","33.614565|Bannon, Lee|NA","-93.813516|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2029|Bannon, Lee|NA"
"0067402MOR","34.545385|Bannon, Lee|NA","-90.603102|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2061|Bannon, Lee|NA"
"0067403MOR","33.614565|Bannon, Lee|NA","-93.813859|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2038|Bannon, Lee|NA"
"0067404MOR","33.614565|Bannon, Lee|NA","-93.813516|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2032|Bannon, Lee|NA"
"0067405MOR","34.454258|Bannon, Lee|NA","-92.844615|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2048|Bannon, Lee|NA"
"0067406MOR","36.058049|Bannon, Lee|NA","-92.041603|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1987|Bannon, Lee|NA"
"0067407MOR","34.65386|Bannon, Lee|NA","-94.232716|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2035|Bannon, Lee|NA"
"0067408MOR","35.283405|Bannon, Lee|NA","-93.864599|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2020|Bannon, Lee|NA"
"0067409MOR","35.109502|Bannon, Lee|NA","-94.41669|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2041|Bannon, Lee|NA"
"0067410MOR","35.226588|Bannon, Lee|NA","-91.460492|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2047|Bannon, Lee|NA"
"0067411MOR","34.315267|Bannon, Lee|NA","-93.528257|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2026|Bannon, Lee|NA"
"0067412MOR","29.554704|Bannon, Lee|NA","115.982503|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2074|Bannon, Lee|NA"
"0067413MOR","31.012467|Bannon, Lee|NA","103.610003|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","983|Bannon, Lee|NA"
"0067414MOR","28.680359|Bannon, Lee|NA","109.354297|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2052|Bannon, Lee|NA"
"0067415MOR","35.780162|Bannon, Lee|NA","128.108678|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2010|Bannon, Lee|NA"
"0067416MOR","34.998587|Bannon, Lee|NA","135.403555|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1002|Bannon, Lee|NA"
"0067419MOR","30.393119|Bannon, Lee|NA","104.675478|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","196|Bannon, Lee|NA"
"0067420MOR","34.045099|Bannon, Lee|NA","-86.574451|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","241|Bannon, Lee|NA"
"0067421MOR","33.890624|Bannon, Lee|NA","-85.853964|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1056|Bannon, Lee|NA"
"0067422MOR","32.211028|Bannon, Lee|NA","-87.00864|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2015|Bannon, Lee|NA"
"0067423MOR","32.191536|Bannon, Lee|NA","-87.031359|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","590|Bannon, Lee|NA"
"0067424MOR","34.416759|Bannon, Lee|NA","-87.716283|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description/believe 63 is Spruce Pine Rd.|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","224|Bannon, Lee|NA"
"0067425MOR","34.456554|Bannon, Lee|NA","-87.727917|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description/believe 63 is Spruce Pine Rd.|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","843|Bannon, Lee|NA"
"0067426MOR","34.507873|Bannon, Lee|NA","-87.728643|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2070|Bannon, Lee|NA"
"0067427MOR","34.769307|Bannon, Lee|NA","-86.251698|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description/believe River is Paint Rock|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","705|Bannon, Lee|NA"
"0067428MOR","34.682823|Bannon, Lee|NA","-86.048782|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description/unable to determine where old 72 was|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","860|Bannon, Lee|NA"
"0067429MOR","34.62667|Bannon, Lee|NA","-86.097391|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","181|Bannon, Lee|NA"
"0067430MOR","35.003651|Bannon, Lee|NA","-87.983927|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","194|Bannon, Lee|NA"
"0067432MOR","33.978453|Bannon, Lee|NA","-82.588189|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2098|Bannon, Lee|NA"
"0067433MOR","44.068069|Bannon, Lee|NA","-71.118098|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","494|Bannon, Lee|NA"
"0067434MOR","41.594321|Bannon, Lee|NA","-74.578527|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1703|Bannon, Lee|NA"
"0067435MOR","","","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","495|Bannon, Lee|NA"
"0067436MOR","41.592396|Bannon, Lee|NA","-74.5799|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1075|Bannon, Lee|NA"
"0067437MOR","","","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1515|Bannon, Lee|NA"
"0067438MOR","","","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","201|Bannon, Lee|NA"
"0067439MOR","44.050131|Bannon, Lee|NA","-75.749374|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2084|Bannon, Lee|NA"
"0067440MOR","35.311848|Bannon, Lee|NA","-82.257224|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1994|Bannon, Lee|NA"
"0067442MOR","34.702052|Bannon, Lee|NA","-94.521344|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","628|Bannon, Lee|NA"
"0067443MOR","37.33369|Bannon, Lee|NA","-86.964097|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2033|Bannon, Lee|NA"
"0067444MOR","37.333656|Bannon, Lee|NA","-86.964161|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2001|Bannon, Lee|NA"
"0067445MOR","37.333656|Bannon, Lee|NA","-86.964161|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2001|Bannon, Lee|NA"
"0067446MOR","42.331764|Bannon, Lee|NA","-71.121164|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1888|Bannon, Lee|NA"
"0067447MOR","25.264965|Bannon, Lee|NA","-100.166091|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","205|Bannon, Lee|NA"
"0067448MOR","25.618019|Bannon, Lee|NA","-100.368889|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1957|Bannon, Lee|NA"
"0067449MOR","25.229152|Bannon, Lee|NA","-100.139867|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2061|Bannon, Lee|NA"
"0067450MOR","25.382715|Bannon, Lee|NA","-100.308097|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2013|Bannon, Lee|NA"
"0067452MOR","35.237779|Bannon, Lee|NA","-85.750175|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2076|Bannon, Lee|NA"
"0067453MOR","36.212311|Bannon, Lee|NA","-82.116077|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1922|Bannon, Lee|NA"
"0067454MOR","35.007502|Bannon, Lee|NA","-85.36331|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","202|Bannon, Lee|NA"
"0067455MOR","31.528476|Bannon, Lee|NA","-94.110663|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2028|Bannon, Lee|NA"
"0067456MOR","44.271171|Bannon, Lee|NA","-72.48705|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1299|Bannon, Lee|NA"
"0067457MOR","36.569154|Bannon, Lee|NA","-80.35507|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2005|Bannon, Lee|NA"
"0067458MOR","39.621618|Bannon, Lee|NA","-78.261332|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","87|Bannon, Lee|NA"
"0067460MOR","42.764471|Bannon, Lee|NA","-89.512731|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","192|Bannon, Lee|NA"
"0067461MOR","42.864178|Bannon, Lee|NA","-88.494068|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise and Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","689|Bannon, Lee|NA"
"0067462MOR","43.7512|Bannon, Lee|NA","-89.834061|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","199|Bannon, Lee|NA"
"0067463MOR","43.112405|Bannon, Lee|NA","-90.016023|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","206|Bannon, Lee|NA"
"0067464MOR","54.319618|Bannon, Lee|NA","18.512479|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1037|Bannon, Lee|NA"
"0067466MOR","32.648679|Bannon, Lee|NA","-109.819522|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1920|Bannon, Lee|NA"
"0067467MOR","31.49389|Bannon, Lee|NA","-108.724365|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2246|Bannon, Lee|NA"
"0067472MOR","34.138441|Bannon, Lee|NA","-94.697764|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","398|Bannon, Lee|NA"
"0067473MOR","36.008824|Bannon, Lee|NA","-94.854563|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","6362|Bannon, Lee|NA"
"0067474MOR","34.610818|Bannon, Lee|NA","-94.765818|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1046|Bannon, Lee|NA"
"0067475MOR","34.642495|Bannon, Lee|NA","-94.667841|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","600|Bannon, Lee|NA"
"0067478MOR","33.316699|Bannon, Lee|NA","-108.796299|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1918|Bannon, Lee|NA"
"0067479MOR","33.303462|Bannon, Lee|NA","-108.621377|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2069|Bannon, Lee|NA"
"0067480MOR","31.34383|Bannon, Lee|NA","-108.978737|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1260|Bannon, Lee|NA"
"0067481MOR","31.522177|Bannon, Lee|NA","-108.76199|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2008|Bannon, Lee|NA"
"0067482MOR","33.316699|Bannon, Lee|NA","-108.796299|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1984|Bannon, Lee|NA"
"0067483MOR","30.750147|Bannon, Lee|NA","-104.0838|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1993|Bannon, Lee|NA"
"0067484MOR","19.609372|Bannon, Lee|NA","-97.025896|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1995|Bannon, Lee|NA"
"0067485MOR","40.147428|Bannon, Lee|NA","-87.744243|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise and Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","201|Bannon, Lee|NA"
"0067486MOR","38.355454|Bannon, Lee|NA","-87.827386|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise and Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","200|Bannon, Lee|NA"
"0067487MOR","29.232717|Bannon, Lee|NA","-103.294253|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1193|Bannon, Lee|NA"
"0067488MOR","40.930754|Bannon, Lee|NA","-90.622338|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise and Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","201|Bannon, Lee|NA"
"0067489MOR","38.275469|Bannon, Lee|NA","-89.357861|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise and Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","202|Bannon, Lee|NA"
"0067490MOR","38.242399|Bannon, Lee|NA","-88.074249|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise and Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","119|Bannon, Lee|NA"
"0067491MOR","38.310222|Bannon, Lee|NA","-88.680229|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise and Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","98|Bannon, Lee|NA"
"0067492MOR","41.841826|Bannon, Lee|NA","-89.970997|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise and Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","217|Bannon, Lee|NA"
"0067493MOR","42.277787|Bannon, Lee|NA","-89.370978|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise and Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","220|Bannon, Lee|NA"
"0067494MOR","34.40781|Bannon, Lee|NA","-95.847154|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1998|Bannon, Lee|NA"
"0067495MOR","34.69247|Bannon, Lee|NA","-94.602557|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1019|Bannon, Lee|NA"
"0067496MOR","34.720396|Bannon, Lee|NA","-94.557221|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1500|Bannon, Lee|NA"
"0067497MOR","41.897901|Bannon, Lee|NA","-89.869206|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise and Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","202|Bannon, Lee|NA"
"0067498MOR","41.842929|Bannon, Lee|NA","-89.974066|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise and Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","221|Bannon, Lee|NA"
"0067499MOR","40.675758|Bannon, Lee|NA","-89.277468|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise and Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","217|Bannon, Lee|NA"
"0067500MOR","40.638185|Bannon, Lee|NA","-89.254101|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise and Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","198|Bannon, Lee|NA"
"0067501MOR","35.110339|Bannon, Lee|NA","-94.417229|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2003|Bannon, Lee|NA"
"0067502MOR","36.04299|Bannon, Lee|NA","-92.108208|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1992|Bannon, Lee|NA"
"0067504MOR","33.711263|Bannon, Lee|NA","-93.39162|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","212|Bannon, Lee|NA"
"0067505MOR","34.714505|Bannon, Lee|NA","-84.867184|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","506|Bannon, Lee|NA"
"0067506MOR","31.649859|Bannon, Lee|NA","-84.197346|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","227|Bannon, Lee|NA"
"0067507MOR","31.648972|Bannon, Lee|NA","-84.195809|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","517|Bannon, Lee|NA"
"0067508MOR","33.978453|Bannon, Lee|NA","-82.588189|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2098|Bannon, Lee|NA"
"0067509MOR","37.188524|Bannon, Lee|NA","-89.446244|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise and Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","202|Bannon, Lee|NA"
"0067510MOR","37.141587|Bannon, Lee|NA","-89.317156|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise and Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","159|Bannon, Lee|NA"
"0067511MOR","37.213145|Bannon, Lee|NA","-89.345993|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise and Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","204|Bannon, Lee|NA"
"0067512MOR","37.110516|Bannon, Lee|NA","-89.328746|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise and Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","289|Bannon, Lee|NA"
